trip_id,origin_country,origin_airport,origin_airport_lat,origin_airport_lon,destination,destination_country,destination_airport,destination_airport_lat,destination_airport_lon,seats,return_flight_booked,departure_time,return_time,checked_bags,trip_airline,base_fare_usd,price,log_price,flight_distance_km,log_flight_distance_km,round_trip
521956-3f5c4243e6ef493cbd7a116263dbded8,CA,YTZ,43.632023,-79.39585,Charlotte,US,CLT,35.214,-80.943,1,1,2023-01-17 13:00:00,2023-01-19 13:00:00,0,Air France,173.56,173.56,5.16226852208476,1890.753868244596,7.545259650369473,True
516269-4261337592f14d3dbe4af818324972bf,US,SCK,37.894444,-121.23917,Quebec,CA,YQB,46.788,-71.398,1,1,2023-05-01 16:00:00,2023-05-04 16:00:00,0,United Airlines,748.78,748.78,6.619779830166386,8281.705636356202,9.021924961678247,True
620033-8462fa463ad1416f9d461ef25dc5443d,US,ORD,41.97795725,-87.90917584851792,Dallas,US,DAL,32.847,-96.852,2,1,2024-03-22 09:00:00,2024-04-05 09:00:00,1,AirTran Airways,439.21,878.42,6.779262599267264,2569.5050853604225,7.851857689848172,True
569572-58e7ec8d1ac3467e8995d0f821219ead,US,LGA,40.7757145,-73.87336398511545,Louisville,US,LOU,38.228,-85.664,1,1,2023-02-08 15:00:00,2023-02-11 15:00:00,1,American Airlines,189.49,189.49,5.249599699750607,2099.190024907744,7.649783107669024,True
559981-3fd703a6f75d4a298498bcf54a213e73,US,LCK,39.8132172,-82.934199729754,Ottawa,CA,YOW,45.323,-75.669,1,1,2023-02-08 07:00:00,2023-02-11 07:00:00,0,Abu Dhabi Amiri Flight,143.32,143.32,4.972033056314314,1706.636370836148,7.4428654540456805,True
540666-7e2dbdb4bdf045299f3a154ad0e4e312,US,SFO,37.622452,-122.38407160781362,New York,US,JFK,40.64,-73.779,1,1,2023-04-04 07:00:00,2023-04-05 07:00:00,0,Cathay Pacific,723.54,723.54,6.585536970726687,8304.781397406994,9.02470710520807,True
566650-0b3813724eed4f649dcb91062192f0f0,US,LGA,40.7757145,-73.87336398511545,Oklahoma City,US,TIK,35.393,-97.601,1,1,2023-02-14 07:00:00,2023-02-16 07:00:00,1,Ryanair,321.28,321.28,5.775420732908995,4307.293651164828,8.368297200104747,True
529362-5f76615d6e8f4458a4d7f4396664b25b,US,SAT,29.5334021,-98.46921443046924,Philadelphia,US,PHL,39.872,-75.241,1,1,2023-02-18 07:00:00,2023-02-20 07:00:00,0,Allegiant Air,418.41,418.41,6.0388489617696415,4808.458543186193,8.478339787779284,True
526062-06393c397ab04b0293f5ee1206ef414b,US,MXF,32.3819625,-86.35332352896833,Chicago,US,UGN,41.786,-87.752,2,1,2023-01-28 14:00:00,2023-02-06 14:00:00,1,Delta Air Lines,382.22,764.44,6.640450831882157,2105.942740845472,7.652993237756458,True
528122-e8d223794f87496f813eb959225566f6,CA,YYZ,43.681583,-79.61146,Baltimore,US,BWI,39.175,-76.668,1,1,2023-06-27 14:00:00,2023-06-30 14:00:00,0,AirTran Airways,92.64,92.64,4.53945764262271,1115.748195076404,7.018176344002047,True
503418-efcfc88341d74b4187268dd7c18aa9f9,US,LGA,40.7757145,-73.87336398511545,Los Angeles,US,LAX,33.942,-118.408,1,1,2023-01-13 11:00:00,2023-01-17 11:00:00,0,American Airlines,712.1,712.1,6.569621663034258,7930.586037277987,8.978608299331501,True
536489-bb6da6ee4eab4291ae734b0fff953b1b,US,TIK,35.4117548,-97.39079739063683,Jacksonville,US,JAX,30.494,-81.688,1,1,2023-04-24 15:00:00,2023-04-25 15:00:00,1,Allegiant Air,248.86,248.86,5.520900761003683,3123.2930814085353,8.046963322631,True
608629-5848be11a4ff445bb777d516e689aaed,US,LGA,40.7757145,-73.87336398511545,Indianapolis,US,IND,39.717,-86.294,1,1,2023-03-24 16:00:00,2023-03-28 16:00:00,0,United Airlines,204.61,204.61,5.32598117053051,2119.6272980877307,7.659467219222072,True
516368-9e890b48e6a540ccb8264922339f7977,US,DEN,39.8606676,-104.68536732610298,Seattle,US,BFI,47.53,-122.302,4,1,2023-10-21 21:00:00,2023-10-30 21:00:00,3,Kenmore Air,1200.2,4800.8,8.476746126601055,3295.1063214313867,8.100497148224926,True
542208-a10ed4525eed4f19b87a0619a24e4457,US,SAN,32.73336075,-117.19224641277626,New York,US,LGA,40.64,-73.779,1,1,2023-01-31 09:00:00,2023-02-09 09:00:00,1,Allegiant Air,706.96,706.96,6.562387594922553,7856.459049198272,8.969218556974816,True
630738-ed3e73bba8bd4baa87baa36938740a88,US,BHM,33.5635078,-86.75154126864663,Houston,US,HOU,29.607,-95.159,1,1,2023-04-06 07:00:00,2023-04-10 07:00:00,1,Southwest Airlines,165.61,165.61,5.115655751940977,1818.6987860532665,7.506426264205311,True
548120-b4ca37705802480ba52f6f0deed5835d,US,MCF,27.95,-82.45,New York,US,JFK,40.64,-73.779,1,1,2023-07-18 07:00:00,2023-07-20 07:00:00,0,JetBlue Airways,312.83,312.83,5.748851438023779,3236.647591800457,8.082602293169597,True
611839-84cb78999c2b43dba9c297c8bead78ea,US,MCI,39.3023103,-94.72118991743454,Winnipeg,CA,YWG,50.056,-97.032,1,1,2023-04-14 15:00:00,2023-04-19 15:00:00,0,WestJet,211.37,211.37,5.358330036454207,2418.9457549901435,7.791500403606176,True
650901-efb2dd9990d44264a3e2bf884c9e9649,US,BTR,30.5319743,-91.15037753510408,Oklahoma City,US,TIK,35.393,-97.601,1,1,2023-07-05 15:00:00,2023-07-14 15:00:00,0,Ryanair,136.13,136.13,4.920929381011763,1617.0824737985422,7.388997069000797,True
523442-bf75aac3cc304774897b18392d1308c8,US,MKE,42.9465423,-87.89722765596173,Dallas,US,DAL,32.847,-96.852,1,1,2023-07-26 08:00:00,2023-07-30 08:00:00,1,Southwest Airlines,259.42,259.42,5.562295712300583,2737.573338713174,7.915192384479815,True
511800-660521e1931048c592cd496e3b58bee1,US,SJC,37.3633278,-121.92933857603218,Columbus,US,LCK,39.998,-82.892,3,1,2023-02-27 07:00:00,2023-03-02 07:00:00,1,Allegiant Air,1780.11,5340.33,8.583229964613446,6748.308594011208,8.817195348103354,True
522062-748c29ff5af6431c914d0cd71b766baa,CA,YEG,53.3072596,-113.5838087,San Jose,PH,SJI,37.362,-121.929,1,1,2023-06-24 14:00:00,2023-06-27 14:00:00,2,Cebu Pacific,329.93,329.93,5.8019068726494,3772.286173551837,8.235701564835653,True
624762-710a04fcb319450a82b7a8cbd84f3b2d,US,UGN,42.36667,-87.833336,Louisville,US,LOU,38.228,-85.664,2,1,2023-06-05 07:00:00,2023-06-10 07:00:00,1,American Airlines,174.94,349.88,5.860444284669578,991.1261374541263,6.89985025389306,True
500828-591d84e75fed4da0ad346898e2ed47f0,US,ROC,43.12759065,-77.66522075259782,Edmonton,CA,YXD,53.667,-113.467,1,1,2023-03-16 10:00:00,2023-03-19 10:00:00,0,United Airlines,484.81,484.81,6.185817600958929,5705.225503643427,8.649313051434774,True
533490-84cc41e02e4a4869864709675299af82,US,BWI,39.179527,-76.66894,New York,US,JFK,40.64,-73.779,1,1,2023-02-11 08:00:00,2023-02-16 08:00:00,0,Delta Air Lines,54.73,54.73,4.020518601581445,590.3052805657026,6.38233243322104,True
517968-0204c132fd174d49b787f1da963f9fe4,US,LGA,40.7757145,-73.87336398511545,Hamilton,NZ,HLZ,43.173,-79.935,1,1,2023-01-14 07:00:00,2023-01-16 07:00:00,0,Air New Zealand,93.21,93.21,4.545526333060576,1134.772010864304,7.035067884477524,True
532835-322f5a3d681e41d4b097167ae3e8795c,CA,YVR,49.193044,-123.17986424460965,Hamilton,NZ,HLZ,43.173,-79.935,1,1,2023-02-19 13:00:00,2023-02-20 13:00:00,1,Air New Zealand,630.46,630.46,6.448034598533415,6696.360992169326,8.809468846021486,True
550871-acd96748ac254c9da132ed6f6d1c6cc5,US,RND,29.5288889,-98.2780556,Philadelphia,US,PNE,39.872,-75.241,1,1,2023-06-29 07:00:00,2023-07-03 07:00:00,0,Ryanair,410.79,410.79,6.020513510666006,4778.675706995362,8.472127979459191,True
542059-d63c4da6af4c4840943b4dfc402fda38,CA,YYC,51.120751,-114.01057234296194,Toronto,CA,YYZ,43.862,-79.37,1,1,2023-02-09 07:00:00,2023-02-12 07:00:00,0,Cubana de Aviación,467.06,467.06,6.148596492828276,5392.976446287079,8.593038137039619,True
547453-e3952201927d435c993b05173bf817db,US,STL,38.74962725,-90.37047024952082,Edmonton,CA,YEG,53.667,-113.467,1,1,2023-02-04 11:00:00,2023-02-06 11:00:00,1,KLM Royal Dutch Airlines,483.28,483.28,6.182663251839539,4821.422759294211,8.481031727916355,True
536810-1ea070b11b464ad98afa8be8fac4c76b,TC,NCA,21.9157059,-71.9443193415783,Louisville,US,LOU,38.228,-85.664,1,1,2023-03-16 07:00:00,2023-03-23 07:00:00,1,Delta Air Lines,146.03,146.03,4.990636647589566,4475.339902580651,8.406561005462956,True
528164-2e51a5f5eb7b416eb6d674b38ce335a0,US,SFO,37.622452,-122.38407160781362,Quebec,CA,YQB,46.788,-71.398,1,1,2023-05-08 07:00:00,2023-05-12 07:00:00,2,Air Transat,733.4,733.4,6.599053839306281,8485.974799638523,9.046287890675593,True
704870-ec35648fdcfc40f48598dffad44fd071,US,LAX,33.94216754999999,-118.42139298414196,New York,US,JFK,40.64,-73.779,1,0,2023-05-25 07:00:00,,0,JetBlue Airways,353.58,353.58,5.870933990470235,3975.3297334445306,8.288114495284697,False
516152-5f71c80f2ad246e584b99d6245914a81,US,MSN,43.1420815,-89.33774533660622,Los Angeles,US,LAX,33.942,-118.408,1,1,2023-03-25 08:00:00,2023-03-28 08:00:00,1,Virgin America,467.68,467.68,6.149920232799955,5420.267680849869,8.598084956541513,True
511772-cb9ec9696bff43d78f7a9e92be9b44f9,US,UGN,42.36667,-87.833336,San Francisco,US,SFO,37.619,-122.375,1,1,2023-04-23 09:00:00,2023-04-29 09:00:00,0,American Airlines,556.93,556.93,6.324233506483375,5936.975699638623,8.689123562967508,True
527455-38e50a1dd50747cb941bd8491eb8c8fa,CA,YWG,49.91046085,-97.2379281374448,New York,US,JFK,40.64,-73.779,1,1,2023-04-05 11:00:00,2023-04-12 11:00:00,1,Etihad Airways,430.0,430.0,6.066108090103747,4184.909114652281,8.339479191029268,True
403881-bad07f10667d4dbfa1b33f9e63890f11,US,NZY,32.7,-117.2,Montreal,CA,YMX,45.517,-73.417,2,1,2023-04-04 16:00:00,2023-04-07 16:00:00,0,American Airlines,1526.9,3053.8,8.02446940301423,7959.852014646654,8.982291310126287,True
523228-3835fbf1b2d14613a6fceb67a9dba60e,CA,YMX,45.6825019,-74.0275252,Calgary,CA,YYC,51.114,-114.02,1,1,2023-03-29 07:00:00,2023-04-04 07:00:00,1,Air Canada,513.78,513.78,6.243739624928439,5950.085106106057,8.691328852686274,True
446933-dd50803d3a5e4c4eb6c203462da85576,CA,YTZ,43.632023,-79.39585,Los Angeles,US,LAX,33.942,-118.408,1,1,2023-02-28 07:00:00,2023-03-04 07:00:00,0,Delta Air Lines,702.11,702.11,6.555513351831893,7024.800345844115,8.857344415946656,True
550754-025cc9691dda44bd98a96831ddc324fb,US,TUL,36.1968484,-95.88675053989968,San Antonio,US,SAT,29.529,-98.279,1,1,2023-06-11 14:00:00,2023-06-17 14:00:00,0,Alaska Airlines,159.52,159.52,5.078418545398716,1548.5670024495898,7.345730817628573,True
593386-01d1a346e36344319ab07d276b4e2cfc,US,SMF,38.687223450000005,-121.5903702806319,Toronto,CA,YKZ,43.862,-79.37,1,1,2023-02-23 07:00:00,2023-03-02 07:00:00,0,American Airlines,665.91,665.91,6.502655104277677,7071.4632422098375,8.863964105878347,True
546190-0b7387488dcc47a7ae97b6b28e8bfb84,US,DMA,32.17079565,-110.86990239630312,Toronto,CA,YYZ,43.862,-79.37,1,1,2023-06-25 11:00:00,2023-06-27 11:00:00,1,United Airlines,499.0,499.0,6.214608098422191,6051.710502109691,8.708261467572926,True
511778-baf75d16c8e7477282ac265d834682da,US,LGB,33.8155659,-118.1534292216672,Tucson,US,TUS,32.166,-110.883,1,1,2023-08-01 13:00:00,2023-08-05 13:00:00,3,Delta Air Lines,113.54,113.54,4.7409241069657115,1404.5403403818016,7.248177091736051,True
517743-13ffedc02c5041a0bd60e1546c77b71c,US,JFK,40.6429479,-73.7793733748521,Los Angeles,CL,LSQ,33.942,-118.408,1,1,2023-04-20 12:00:00,2023-04-24 12:00:00,0,Ryanair,706.31,706.31,6.561469042214303,7948.312899798632,8.980840776215004,True
520530-a6e1cb1dc1af4b78b36e522c0b1af6db,US,LAX,33.94216754999999,-118.42139298414196,Montreal,CA,YMX,45.517,-73.417,1,1,2023-06-30 07:00:00,2023-07-03 07:00:00,1,American Airlines,728.76,728.76,6.592715712963391,7998.310082500246,8.987110577255647,True
676570-ed23a4a861404b84b240ca68b9da1cb3,US,IAD,38.95226625,-77.4534849116007,Tucson,US,DMA,32.166,-110.883,1,1,2023-04-05 13:00:00,2023-04-07 13:00:00,1,Delta Air Lines,521.49,521.49,6.2586058448998365,6195.929321672836,8.731809177648211,True
473343-bfe82596fa1b4e3288ce987c507e4d86,US,MCI,39.3023103,-94.72118991743454,Houston,US,EFD,29.607,-95.159,1,1,2023-02-09 12:00:00,2023-02-13 12:00:00,1,American Airlines,197.6,197.6,5.291292751611072,2157.6242045762983,7.677226355418483,True
563735-ee488ec662214a56882dd46b84d69b64,CA,YVR,49.193044,-123.17986424460965,Charlotte,US,CLT,35.214,-80.943,1,1,2023-03-01 07:00:00,2023-03-06 07:00:00,0,American Airlines,609.67,609.67,6.414556715066352,7498.923954573245,8.922648160082764,True
515578-c56350b18fc44aa5b5ec67b689b1de97,US,SFO,37.622452,-122.38407160781362,Milwaukee,US,MKE,42.947,-87.896,1,1,2023-03-31 08:00:00,2023-04-03 08:00:00,0,AirTran Airways,596.44,596.44,6.392653860353358,5926.003769877852,8.68727409783924,True
527987-de7cd9869f08412f91a438a47861de35,CA,YHM,43.16138,-79.92631,Dallas,US,DAL,32.847,-96.852,1,0,2023-01-21 07:00:00,,0,KLM Royal Dutch Airlines,165.01,165.01,5.112048027505985,1868.6118879559517,7.533486141760248,False
522265-bedfe9daed5b445f9cc459963c78fb9c,US,BFL,35.4372678,-119.05922366074272,New York,US,JFK,40.64,-73.779,1,1,2023-03-02 07:00:00,2023-03-04 07:00:00,0,Swiss International Air Lines,726.0,726.0,6.588926477533519,7926.797751260796,8.978130564995823,True
564258-c14f52b5ffc2420f86f4554bf50f93cd,US,ROC,43.12759065,-77.66522075259782,Houston,US,IAH,29.607,-95.159,2,1,2023-07-11 07:00:00,2023-07-21 07:00:00,0,United Airlines,817.32,1634.64,7.399789444048626,4325.264691586318,8.37245979086088,True
553967-633f37f24bf74033a082f03b730faf55,US,LUF,33.61667,-111.916664,Philadelphia,US,PNE,39.872,-75.241,1,1,2023-03-31 07:00:00,2023-04-05 07:00:00,0,Ryanair,557.32,557.32,6.324932274708896,6633.55581172602,8.800046998289591,True
556067-3a0cfafc8b3749b0be19f15256fac56d,CA,YZD,43.862,-79.37,Austin,US,AUS,30.194,-97.67,1,0,2023-07-09 09:00:00,,0,Southwest Airlines,228.02,228.02,5.433809335985194,2215.106174353054,7.703506959333596,False
553955-cf601b19c9694254887fe22a95254212,US,RND,29.5288889,-98.2780556,Washington,US,IAD,38.852,-77.037,1,1,2023-03-17 07:00:00,2023-03-21 07:00:00,1,Brussels Airlines,359.64,359.64,5.887880230851412,4407.992697399616,8.391401529062534,True
527046-542ef99876144522a0980e087cfe0cd1,US,EWR,40.68906405,-74.17725485035348,Winnipeg,CA,YWG,50.056,-97.032,1,1,2023-02-19 10:00:00,2023-02-25 10:00:00,0,KLM Royal Dutch Airlines,394.51,394.51,5.980176071338126,4109.283726545829,8.321247338330426,True
552535-e4d6879f8c1d4ce68e0c5ecbf47ec684,US,LGA,40.7757145,-73.87336398511545,Montreal,CA,YHU,45.517,-73.417,1,1,2023-03-04 15:00:00,2023-03-08 15:00:00,0,United Airlines,92.15,92.15,4.5342110970475975,1057.0053118247847,6.964140633033982,True
441982-a849c4c3250d440a9cb1b4c2dfa16843,US,JFK,40.6429479,-73.7793733748521,Philadelphia,US,PHL,39.872,-75.241,1,1,2023-04-02 16:00:00,2023-04-07 16:00:00,0,Southwest Airlines,31.18,31.18,3.471345141564237,301.5392041523661,5.712210869577166,True
545404-40031f94507c4c4ca05824795b494d5a,US,IAH,29.9841416,-95.33298595614492,Toronto,CA,YTZ,43.862,-79.37,1,1,2023-07-04 08:00:00,2023-07-06 08:00:00,0,Porter Airlines,395.96,395.96,5.983835519943491,4177.825480387343,8.337785500481697,True
516456-2a5e97d1772641dda4fb5fe66eeaa74e,CA,YHZ,44.8767923,-63.512633,New York,US,LGA,40.64,-73.779,1,1,2023-06-20 14:00:00,2023-06-22 14:00:00,0,KLM Royal Dutch Airlines,171.63,171.63,5.151150575828457,1920.8923929436585,7.561065600940876,True
415581-22e643e5548a4e3bb113428066e9315a,US,JFK,40.6429479,-73.7793733748521,San Francisco,US,SFO,37.619,-122.375,1,1,2023-07-24 07:00:00,2023-07-27 07:00:00,1,Virgin America,767.55,767.55,6.644505622670941,8303.353513603139,9.02453517598353,True
592158-b880536527d049a7bbfe8da5596d4243,US,IAD,38.95226625,-77.4534849116007,Portland,US,PDX,45.589,-122.597,1,1,2023-02-20 07:00:00,2023-02-22 07:00:00,0,Alaska Airlines,680.04,680.04,6.523621041575802,7471.930955907241,8.91904256474767,True
529801-20163a5321a741939ae1e8c679a57013,US,MDW,41.78544375,-87.7508277936727,Montreal,CA,YHU,45.517,-73.417,1,1,2023-05-20 07:00:00,2023-05-23 07:00:00,0,American Airlines,228.46,228.46,5.435728722370997,2447.0861186939237,7.803061822218477,True
560085-37e6d6a958af484990cc9816cde53afd,US,FAT,36.776006,-119.71974456209357,New York,US,LGA,40.64,-73.779,1,1,2023-06-12 07:00:00,2023-06-17 07:00:00,0,American Airlines,696.78,696.78,6.5479038668343295,7928.196895123184,8.978307035240938,True
575433-1824a1b276404c409e64e8c15a268014,US,LAX,33.94216754999999,-118.42139298414196,Memphis,US,MEM,35.042,-89.977,1,1,2023-03-29 11:00:00,2023-03-31 11:00:00,1,Delta Air Lines,413.37,413.37,6.0267592945023205,5201.821881862688,8.556956426966604,True
535155-b110abfe2ffa4fd3a6d7ef43084b4a56,US,BNA,36.11958985,-86.68308703291842,Seattle,US,BFI,47.53,-122.302,1,1,2023-02-04 07:00:00,2023-02-05 07:00:00,1,Kenmore Air,595.66,595.66,6.391347436919913,6354.7981421446,8.7571227685218,True
567448-82ee8ae1af9e4c6aa06d89ee6a92cc79,US,PWM,43.6461776,-70.31441197345607,Phoenix,US,LUF,33.535,-112.383,1,1,2023-04-19 11:00:00,2023-05-01 11:00:00,0,American Airlines,687.32,687.32,6.534253846079365,7560.7796243406265,8.930861841516391,True
473467-59f744178c254b0c9496462d3d9addd3,US,AUS,30.19348925,-97.66500963529676,Los Angeles,CL,LSQ,33.942,-118.408,1,1,2023-01-21 14:00:00,2023-01-26 14:00:00,1,American Airlines,379.19,379.19,5.940671127762083,3989.6476188543834,8.291708807202808,True
532387-b9a37dd0fa144be48d3ec338816a1ee9,US,DEN,39.8606676,-104.68536732610298,Philadelphia,US,PHL,39.872,-75.241,1,1,2023-03-05 15:00:00,2023-03-08 15:00:00,1,Allegiant Air,442.25,442.25,6.094133944954317,5002.914163490629,8.517975717860667,True
576373-43eae1eaeafd4c5d98d6ded5b4c6375b,CA,YHZ,44.8767923,-63.512633,Louisville,US,LOU,38.228,-85.664,2,1,2023-02-12 07:00:00,2023-02-19 07:00:00,1,Ryanair,701.82,1403.64,7.247536321177899,3956.1090702425804,8.28326900487782,True
522233-f0458a2d1caf4e24b05f71fcde430c93,US,NGU,35.833332,-76.28333,Phoenix,US,PHX,33.535,-112.383,1,1,2023-02-04 07:00:00,2023-02-10 07:00:00,0,Allegiant Air,523.44,523.44,6.262331026631201,6584.110463623098,8.792566389074358,True
651193-1b5fcff5184e448096911cfa52681753,US,TCM,47.176666,-122.56461,El Paso,US,BIF,31.849,-106.38,1,1,2023-04-23 13:00:00,2023-04-28 13:00:00,0,Ryanair,349.07,349.07,5.858133134486126,4378.199359510729,8.384621192029263,True
483982-6da00af3607a405489ea4fd5f59131e3,US,OKC,35.3848053,-97.60534425082406,Toronto,CA,YKZ,43.862,-79.37,1,1,2023-03-07 14:00:00,2023-03-14 14:00:00,0,United Airlines,336.39,336.39,5.82123953126126,3636.368738023132,8.199015825061805,True
528612-c97f5e04b1b14cf6a319b8b2f7914da0,US,BOS,42.3629737,-71.01350667543224,Los Angeles,CL,LSQ,33.942,-118.408,1,1,2023-02-17 13:00:00,2023-02-19 13:00:00,0,American Airlines,727.58,727.58,6.591097434293783,8384.763807133746,9.034290762193798,True
435231-203cc75819b846d59b96b38788174dd5,CA,YZD,43.862,-79.37,Detroit,US,DTW,42.409,-83.01,1,1,2023-07-18 14:00:00,2023-07-22 14:00:00,1,Southwest Airlines,52.88,52.88,3.986759351542163,673.2349207441864,6.513578597282077,True
527133-3a5fff725dcb4b36a133acfc12641024,US,LBB,33.665023500000004,-101.82670576722408,Fresno,US,FAT,36.776,-119.718,1,1,2023-05-15 08:00:00,2023-05-18 08:00:00,1,Delta Air Lines,258.16,258.16,5.557445631581756,3317.983171605219,8.107413741386306,True
532519-1c43948e688b48839038384c11bceb05,US,TUL,36.1968484,-95.88675053989968,Portland,US,PWM,45.589,-122.597,1,1,2023-01-29 16:00:00,2023-02-01 16:00:00,2,American Airlines,455.94,455.94,6.124552091246337,4921.4599372206085,8.501563671774342,True
554609-d7cf668d24214791b7eef9ab0709779c,US,BWI,39.179527,-76.66894,Calgary,CA,YYC,51.114,-114.02,1,1,2023-06-28 14:00:00,2023-07-02 14:00:00,0,Delta Air Lines,546.1,546.1,6.30463160106978,6344.09636174715,8.755437567069754,True
523756-d9e8dc48926f4456a95feefca8cc7598,US,HOU,29.64714905,-95.27692608634597,Chicago,US,MDW,41.786,-87.752,3,1,2023-01-19 07:00:00,2023-01-24 07:00:00,1,Southwest Airlines,840.94,2522.82,7.833528905745617,3019.129194825067,8.013054889197289,True
525611-1a6d2d872f414ec49a25d35e30a63ac2,US,TNT,25.783333,-80.183334,New York,US,JFK,40.64,-73.779,1,1,2023-02-03 07:00:00,2023-02-06 07:00:00,1,Alaska Airlines,306.81,306.81,5.729482709506015,3509.624925352179,8.163549342023298,True
511800-37f3961ac7484a1ca83396ad95f88da3,US,SJC,37.3633278,-121.92933857603218,Los Angeles,CL,LSQ,33.942,-118.408,2,1,2023-07-20 08:00:00,2023-07-25 08:00:00,1,Ryanair,164.24,328.48,5.797515654073048,991.7080938485433,6.900436656930569,True
563592-b16898ff1975481f92c7c3be3a985ce3,US,EWR,40.68906405,-74.17725485035348,Dallas,US,DAL,32.847,-96.852,1,1,2023-02-17 07:00:00,2023-02-23 07:00:00,0,AirTran Airways,411.26,411.26,6.021654218271039,4383.342063954121,8.385794851120998,True
488672-1ca23a393da6494fac2bf26eec7db829,US,MDW,41.78544375,-87.7508277936727,New York,US,LGA,40.64,-73.779,1,1,2023-01-20 08:00:00,2023-01-24 08:00:00,0,American Airlines,190.18,190.18,5.253215392635616,2348.6484753358727,7.7620210109858,True
722828-a6181ec3712a473b8b017b5de89d6e14,US,ATL,33.63779875,-84.42927118585675,Toronto,CA,YYZ,43.862,-79.37,1,1,2023-04-20 10:00:00,2023-04-22 10:00:00,1,Cathay Pacific,223.4,223.4,5.413430173648541,2435.926538172775,7.798492908801867,True
536659-b51ae6c48e774a2780f8c0ccce46628d,US,IND,39.7162533,-86.29508388539975,Milwaukee,US,MKE,42.947,-87.896,3,1,2023-06-16 09:00:00,2023-06-19 09:00:00,1,JetBlue Airways,219.76,659.28,6.49266398747934,766.5685637312303,6.643227809323087,True
792549-368f134ebd88499ea7e84e66303917b7,US,MCI,39.3023103,-94.72118991743454,Las Vegas,US,LAS,36.08,-115.152,1,1,2023-06-28 15:00:00,2023-06-29 15:00:00,0,American Airlines,356.95,356.95,5.880393311842194,3657.8187537413596,8.204895629422664,True
592132-83f1be4139444d3486bedd824ed5595b,US,ORD,41.97795725,-87.90917584851792,Los Angeles,CL,LSQ,33.942,-118.408,1,1,2023-04-20 12:00:00,2023-04-23 12:00:00,2,United Airlines,458.88,458.88,6.13096558588554,5603.547489385376,8.631333598863627,True
