user_id,married,has_children,age,age_group,generation,tenure_months,has_booked,browsing_sessions,booking_sessions,total_sessions,booking_ratio,canceled_trips,canceled_rate,total_discounted_bookings,discount_usage_rate,sessions_with_discount_shown,discount_shown_ratio,discount_conversion_rate,engagement_discount_score,active_days,avg_page_clicks,avg_session_length,avg_rooms,avg_nights,avg_hotel_price,total_hotel_spending,hotel_booking_count,unique_hotel_cities,avg_hotel_duration_hours,avg_days_before_checkin,seats,avg_checked_bags,avg_flight_price,total_flight_spending,flight_booking_count,unique_flight_dest_countries,num_intl_flights,round_trip_ratio,avg_flight_distance_km,avg_days_before_departure,active_months,sessions_per_month,activity_level,total_spending,customer_value,customer_type,trip_complexity_index
539267,1,0,43,41–50,Millennial,26,1,6.0,2.0,8,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115,11.62,87.38,2.0,1.0,175.5,351.0,2.0,2.0,23.34339375,7.0,2.0,0.5,379.435,758.87,2.0,1.0,0.0,1.0,2650.4070002828175,6.5,3.83,2.09,occasional planner,1109.87,289.78,Hotel+Flight,1.5
611954,0,0,44,41–50,Millennial,25,1,4.0,4.0,8,0.5,0.0,0.0,2.0,0.5,3.0,0.375,0.667,12.51,133,16.75,125.5,1.0,2.25,512.0,2048.0,4.0,4.0,52.913303125,8.25,1.0,0.75,187.13,748.52,4.0,2.0,0.0,1.0,2139.3796048409304,8.25,4.43,1.81,occasional planner,2796.52,631.27,Hotel+Flight,0.92
577541,0,0,35,31–40,Millennial,26,1,4.0,2.0,6,0.333,1.0,0.333,1.0,0.333,2.0,0.333,0.5,5.54,81,21.33,158.33,1.0,3.0,363.0,726.0,2.0,2.0,68.56749375,8.5,1.0,1.0,199.485,398.97,2.0,1.0,0.0,1.0,2291.941217080319,8.5,2.7,2.22,occasional planner,1124.97,416.66,Hotel+Flight,1.0
524607,1,0,37,31–40,Millennial,27,1,3.0,5.0,8,0.625,0.0,0.0,0.0,0.0,1.0,0.125,0.0,0.0,137,16.12,120.5,1.0,3.6666666666666665,934.3333333333334,2803.0,3.0,2.0,84.2039125,6.0,1.0,0.6,654.434,3272.17,5.0,3.0,1.0,1.0,7108.283624822698,6.6,4.57,1.75,occasional planner,6075.17,1329.36,Hotel+Flight,0.87
549579,0,0,43,41–50,Millennial,26,1,7.0,1.0,8,0.125,0.0,0.0,0.0,0.0,3.0,0.375,0.0,0.0,125,9.5,70.62,1.0,3.0,348.0,348.0,1.0,1.0,65.65191250000001,9.0,1.0,0.0,183.7,183.7,1.0,1.0,0.0,1.0,2158.2164363150628,8.0,4.17,1.92,occasional planner,531.7,127.51,Hotel+Flight,0.67
547266,1,0,56,51–60,Gen X,26,1,5.0,3.0,8,0.375,0.0,0.0,1.0,0.333,2.0,0.25,0.5,4.16,142,15.0,110.38,1.3333333333333333,2.6666666666666665,551.3333333333334,1654.0,3.0,3.0,60.75615833333334,8.666666666666666,1.5,1.0,776.0049999999999,1552.0099999999998,2.0,2.0,1.0,1.0,4584.842994917985,11.5,4.73,1.69,occasional planner,3206.0099999999998,677.8,Hotel+Flight,1.28
532119,1,0,53,51–60,Gen X,27,1,2.0,6.0,8,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177,19.38,144.75,1.0,4.6,696.0,3480.0,5.0,5.0,107.8239775,6.4,1.5,0.16666666666666666,1313.9633333333334,7883.78,6.0,2.0,0.0,1.0,3812.4399697462263,6.5,5.9,1.36,rare planner,11363.779999999999,1926.06,Hotel+Flight,0.89
562032,0,0,23,21–30,Gen Z,26,1,6.0,2.0,8,0.25,0.0,0.0,2.0,1.0,4.0,0.5,0.5,25.0,133,15.12,110.75,1.5,7.5,2180.0,4360.0,2.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.43,1.81,occasional planner,4360.0,984.2,Hotel Only,0.5
545879,0,0,27,21–30,Gen Z,26,1,4.0,2.0,6,0.333,1.0,0.333,0.0,0.0,2.0,0.333,0.0,0.0,116,16.0,119.17,1.0,2.5,532.0,1064.0,2.0,2.0,54.52900625,5.5,1.0,0.0,420.6,841.2,2.0,1.0,0.0,1.0,4753.279536402213,5.0,3.87,1.55,occasional planner,1905.2,492.3,Hotel+Flight,0.67
630176,1,1,53,51–60,Gen X,25,1,7.0,1.0,8,0.125,0.0,0.0,0.0,0.0,2.0,0.25,0.0,0.0,125,23.75,176.75,1.0,1.0,108.0,108.0,1.0,1.0,19.1677375,8.0,1.0,0.0,597.57,597.57,1.0,1.0,0.0,1.0,6132.134403912195,8.0,4.17,1.92,occasional planner,705.57,169.2,Hotel+Flight,0.67
517324,1,0,70,61–70,Boomer,27,1,7.0,1.0,8,0.125,0.0,0.0,0.0,0.0,2.0,0.25,0.0,0.0,70,20.5,152.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,472.44,472.44,1.0,1.0,0.0,1.0,5095.446168601341,7.0,2.33,3.43,frequent planner,472.44,202.76,Flight Only,0.67
539953,1,1,36,31–40,Millennial,26,1,6.0,2.0,8,0.25,0.0,0.0,0.0,0.0,5.0,0.625,0.0,0.0,172,12.88,94.88,1.0,3.5,626.0,1252.0,2.0,2.0,75.40679374999999,7.5,1.0,0.0,296.695,593.39,2.0,1.0,0.0,1.0,3348.851747580854,7.5,5.73,1.4,rare planner,1845.3899999999999,322.06,Hotel+Flight,0.67
577944,1,0,69,61–70,Boomer,26,1,7.0,1.0,8,0.125,0.0,0.0,1.0,1.0,2.0,0.25,0.5,12.5,144,10.75,80.88,2.0,6.0,876.0,876.0,1.0,1.0,144.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,1.67,occasional planner,876.0,182.5,Hotel Only,0.67
565601,1,1,51,51–60,Gen X,26,0,8.0,0.0,8,0.0,0.0,0.0,0.0,0.0,5.0,0.625,0.0,0.0,115,9.75,73.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.83,2.09,occasional planner,0.0,0.0,Browser Only,0.0
531109,1,1,50,41–50,Gen X,27,1,4.0,4.0,8,0.5,0.0,0.0,2.0,0.5,4.0,0.5,0.5,12.5,156,17.12,126.25,1.0,2.0,203.0,812.0,4.0,4.0,43.78695625,7.0,1.0,1.0,240.4775,961.91,4.0,2.0,1.0,1.0,2742.5895273445035,7.0,5.2,1.54,occasional planner,1773.9099999999999,341.14,Hotel+Flight,1.0
555478,0,0,30,21–30,Millennial,26,1,5.0,3.0,8,0.375,0.0,0.0,1.0,0.333,4.0,0.5,0.25,4.16,144,17.5,130.88,1.0,5.333333333333333,1351.3333333333333,4054.0,3.0,3.0,119.68268333333334,107.0,1.3333333333333333,0.3333333333333333,906.3033333333334,2718.9100000000003,3.0,1.0,0.0,0.667,5065.737241184708,106.66666666666667,4.8,1.67,occasional planner,6772.91,1411.02,Hotel+Flight,0.89
528158,1,0,51,51–60,Gen X,27,1,5.0,3.0,8,0.375,0.0,0.0,1.0,0.333,3.0,0.375,0.333,4.16,161,15.38,113.75,1.0,4.0,524.0,524.0,1.0,1.0,91.0305625,8.0,1.0,0.3333333333333333,318.9166666666667,956.75,3.0,2.0,1.0,1.0,3638.3112901421864,7.0,5.37,1.49,rare planner,1480.75,275.74,Hotel+Flight,0.78
521708,1,0,48,41–50,Gen X,27,1,4.0,4.0,8,0.5,0.0,0.0,2.0,0.5,2.0,0.25,1.0,12.5,76,21.88,162.62,1.0,5.0,556.6666666666666,1670.0,3.0,3.0,114.37729583333333,8.666666666666666,1.0,0.75,285.3325,1141.33,4.0,3.0,1.0,1.0,3066.0902373058193,7.0,2.53,3.16,frequent planner,2811.33,1111.2,Hotel+Flight,0.92
629952,0,0,46,41–50,Gen X,25,1,5.0,3.0,8,0.375,0.0,0.0,0.0,0.0,1.0,0.125,0.0,0.0,102,28.75,214.5,1.3333333333333333,2.0,566.3333333333334,1699.0,3.0,3.0,48.22635833333334,6.0,1.3333333333333333,0.6666666666666666,702.9633333333333,2108.89,3.0,3.0,1.0,1.0,2836.924303661273,6.0,3.4,2.35,occasional planner,3807.89,1119.97,Hotel+Flight,1.11
520265,1,1,43,41–50,Millennial,27,1,3.0,5.0,8,0.625,0.0,0.0,1.0,0.2,2.0,0.25,0.5,2.5,167,14.88,110.38,1.0,5.8,893.4,4467.0,5.0,4.0,133.856395,8.4,1.0,0.25,581.515,2326.06,4.0,2.0,0.0,1.0,6287.459508807079,7.75,5.57,1.44,rare planner,6793.0599999999995,1219.58,Hotel+Flight,0.75
512831,0,0,45,41–50,Gen X,27,1,4.0,4.0,8,0.5,0.0,0.0,1.0,0.25,4.0,0.5,0.25,3.12,184,14.25,104.75,1.0,2.5,711.0,1422.0,2.0,2.0,57.4213375,6.5,2.0,1.0,2579.286666666667,7737.860000000001,3.0,2.0,0.0,1.0,3357.3112941247855,7.0,6.13,1.31,rare planner,9159.86,1494.27,Hotel+Flight,1.33
548123,1,1,48,41–50,Gen X,26,0,8.0,0.0,8,0.0,0.0,0.0,0.0,0.0,1.0,0.125,0.0,0.0,171,8.0,59.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,1.4,rare planner,0.0,0.0,Browser Only,0.0
527346,1,0,47,41–50,Gen X,27,1,5.0,3.0,8,0.375,0.0,0.0,0.0,0.0,1.0,0.125,0.0,0.0,135,21.5,161.88,2.5,2.5,740.0,1480.0,2.0,2.0,54.752387500000005,7.0,2.0,0.3333333333333333,2373.226666666667,7119.68,3.0,1.0,0.0,1.0,3930.245413328254,6.666666666666667,4.5,1.78,occasional planner,8599.68,1911.04,Hotel+Flight,1.61
586811,0,1,43,41–50,Millennial,26,1,5.0,4.0,9,0.444,0.0,0.0,0.0,0.0,3.0,0.333,0.0,0.0,139,11.78,87.44,1.0,2.5,363.5,727.0,2.0,2.0,57.0330875,6.5,1.0,0.5,172.67000000000002,690.6800000000001,4.0,2.0,0.0,1.0,2004.3305820757814,95.25,4.63,1.94,occasional planner,1417.68,306.19,Hotel+Flight,0.83
515516,1,0,35,31–40,Millennial,27,0,8.0,0.0,8,0.0,0.0,0.0,0.0,0.0,2.0,0.25,0.0,0.0,107,15.88,117.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.57,2.24,occasional planner,0.0,0.0,Browser Only,0.0
585492,0,0,46,41–50,Gen X,26,1,7.0,1.0,8,0.125,0.0,0.0,1.0,1.0,3.0,0.375,0.333,12.49,158,13.88,103.5,1.0,3.0,180.0,180.0,1.0,1.0,63.0954,9.0,1.0,0.0,682.21,682.21,1.0,1.0,0.0,1.0,7847.139764607201,9.0,5.27,1.52,occasional planner,862.21,163.61,Hotel+Flight,0.67
553985,0,0,37,31–40,Millennial,26,1,4.0,2.0,6,0.333,1.0,0.333,0.0,0.0,3.0,0.5,0.0,0.0,149,14.0,104.83,1.0,4.0,138.0,276.0,2.0,2.0,89.74311875000001,9.0,1.0,0.0,461.7,923.4,2.0,2.0,0.0,1.0,5210.845573150757,8.5,4.97,1.21,rare planner,1199.4,241.33,Hotel+Flight,0.67
528281,0,0,53,51–60,Gen X,27,1,3.0,5.0,8,0.625,0.0,0.0,2.0,0.4,2.0,0.25,1.0,10.0,162,14.75,111.25,1.6,4.6,998.0,4990.0,5.0,5.0,107.605055,6.2,1.6666666666666667,0.3333333333333333,1139.6933333333334,3419.0800000000004,3.0,2.0,0.0,0.667,4899.835554238147,5.666666666666667,5.4,1.48,rare planner,8409.08,1557.24,Hotel+Flight,1.2
523395,0,0,33,31–40,Millennial,27,1,5.0,3.0,8,0.375,0.0,0.0,1.0,0.333,2.0,0.25,0.5,4.16,182,21.75,158.5,1.0,3.3333333333333335,907.3333333333334,2722.0,3.0,3.0,77.72182916666667,6.0,1.0,1.3333333333333333,442.26,1326.78,3.0,2.0,0.0,1.0,4709.715764342074,5.666666666666667,6.07,1.32,rare planner,4048.7799999999997,667.01,Hotel+Flight,1.11
548872,0,1,21,21–30,Gen Z,26,1,7.0,1.0,8,0.125,0.0,0.0,1.0,1.0,4.0,0.5,0.25,12.5,176,20.25,151.62,1.0,4.0,664.0,664.0,1.0,1.0,96.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.87,1.36,rare planner,664.0,113.12,Hotel Only,0.33
454661,0,0,46,41–50,Gen X,28,1,5.0,3.0,8,0.375,0.0,0.0,1.0,0.333,1.0,0.125,1.0,4.16,124,15.88,118.5,1.0,2.0,404.0,1212.0,3.0,3.0,42.204033333333335,6.0,1.0,0.3333333333333333,356.57666666666665,1069.73,3.0,2.0,0.0,1.0,3931.562413642537,5.333333333333333,4.13,1.94,occasional planner,2281.73,552.48,Hotel+Flight,0.78
512193,0,1,38,31–40,Millennial,27,1,7.0,1.0,8,0.125,0.0,0.0,0.0,0.0,1.0,0.125,0.0,0.0,176,8.12,61.25,1.0,8.0,336.0,336.0,1.0,1.0,191.5217625,6.0,1.0,0.0,354.05,354.05,1.0,1.0,0.0,1.0,3965.068998801236,6.0,5.87,1.36,rare planner,690.05,117.56,Hotel+Flight,0.67
499461,0,0,52,51–60,Gen X,27,1,6.0,2.0,8,0.25,0.0,0.0,0.0,0.0,1.0,0.125,0.0,0.0,162,16.25,120.88,1.0,2.5,610.0,1220.0,2.0,1.0,59.90575,6.0,1.0,0.0,162.73000000000002,325.46000000000004,2.0,1.0,0.0,1.0,1750.3448758854167,6.0,5.4,1.48,rare planner,1545.46,286.2,Hotel+Flight,0.67
556019,1,0,58,51–60,Gen X,26,1,6.0,3.0,9,0.333,0.0,0.0,0.0,0.0,2.0,0.222,0.0,0.0,159,14.0,105.78,1.0,3.0,383.3333333333333,1150.0,3.0,3.0,71.7989875,5.0,1.0,0.3333333333333333,267.2766666666667,801.83,3.0,2.0,0.0,1.0,2988.3325849929,5.0,5.3,1.7,occasional planner,1951.83,368.27,Hotel+Flight,0.78
469824,0,0,52,51–60,Gen X,28,1,5.0,3.0,8,0.375,0.0,0.0,1.0,0.333,3.0,0.375,0.333,4.16,169,18.25,135.25,1.3333333333333333,5.666666666666667,818.0,2454.0,3.0,3.0,131.20745833333334,12.333333333333334,1.0,1.0,95.125,190.25,2.0,1.0,0.0,1.0,1102.5288134731804,9.5,5.63,1.42,rare planner,2644.25,469.67,Hotel+Flight,1.11
494590,0,0,29,21–30,Millennial,27,1,4.0,4.0,8,0.5,0.0,0.0,3.0,0.75,5.0,0.625,0.6,28.12,191,15.0,112.5,1.25,4.0,1458.0,5832.0,4.0,4.0,95.525359375,6.5,1.0,1.0,204.58,613.74,3.0,1.0,0.0,0.667,2407.4958705302483,7.0,6.37,1.26,rare planner,6445.74,1011.89,Hotel+Flight,1.08
559441,1,0,67,61–70,Boomer,26,1,7.0,2.0,9,0.222,0.0,0.0,0.0,0.0,3.0,0.333,0.0,0.0,152,13.11,96.67,1.0,3.0,453.0,453.0,1.0,1.0,72.0,3.0,1.0,1.0,165.17,165.17,1.0,1.0,0.0,1.0,2180.247887203764,7.0,5.07,1.78,occasional planner,618.17,121.93,Hotel+Flight,1.0
522276,0,0,48,41–50,Gen X,27,1,6.0,2.0,8,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73,10.62,79.62,2.0,2.5,1552.5,3105.0,2.0,2.0,50.710225,8.5,2.0,1.5,3607.81,7215.62,2.0,1.0,0.0,1.0,9263.905757848228,8.5,2.43,3.29,frequent planner,10320.619999999999,4247.17,Hotel+Flight,1.83
651491,0,0,44,41–50,Millennial,25,1,2.0,4.0,6,0.667,1.0,0.2,2.0,0.4,2.0,0.333,1.0,13.32,97,17.83,133.17,1.0,6.0,623.75,2495.0,4.0,4.0,142.192490625,7.0,1.0,0.5,301.68499999999995,603.3699999999999,2.0,1.0,0.0,1.0,3384.2029899261324,8.0,3.23,1.86,occasional planner,3098.37,959.25,Hotel+Flight,0.83
534842,1,0,47,41–50,Gen X,27,1,6.0,2.0,8,0.25,0.0,0.0,1.0,0.5,5.0,0.625,0.2,6.25,149,13.5,102.38,1.0,1.0,160.5,321.0,2.0,2.0,24.340618749999997,8.5,1.0,0.0,123.035,246.07,2.0,2.0,0.0,0.0,1327.511948404702,8.5,4.97,1.61,occasional planner,567.0699999999999,114.1,Hotel+Flight,0.67
539493,0,0,18,11–20,Gen Z,26,0,9.0,0.0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.111,0.0,0.0,121,15.56,116.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.03,2.23,occasional planner,0.0,0.0,Browser Only,0.0
529602,1,1,46,41–50,Gen X,27,1,4.0,2.0,6,0.333,1.0,0.333,0.0,0.0,1.0,0.167,0.0,0.0,83,24.0,179.5,1.0,7.5,1549.0,3098.0,2.0,2.0,174.08783749999998,9.5,1.0,0.0,404.78,809.56,2.0,2.0,0.0,1.0,4659.242666741817,9.5,2.77,2.17,occasional planner,3907.56,1410.67,Hotel+Flight,0.67
550459,0,0,44,41–50,Gen X,26,1,5.0,4.0,9,0.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121,16.33,121.78,1.0,4.666666666666667,599.6666666666666,1799.0,3.0,3.0,108.80630416666666,8.0,1.0,0.5,229.37,917.48,4.0,1.0,0.0,1.0,2576.2628465966573,7.0,4.03,2.23,occasional planner,2716.48,674.06,Hotel+Flight,0.83
204997,1,0,39,31–40,Millennial,34,1,3.0,2.0,5,0.4,2.0,0.5,0.0,0.0,1.0,0.2,0.0,0.0,134,15.0,111.6,1.0,5.0,355.0,355.0,1.0,1.0,112.051975,9.0,1.0,0.5,244.235,488.47,2.0,1.0,0.0,1.0,2545.33860920128,7.0,4.47,1.12,rare planner,843.47,188.7,Hotel+Flight,0.83
559758,1,1,49,41–50,Gen X,26,1,7.0,1.0,8,0.125,0.0,0.0,0.0,0.0,1.0,0.125,0.0,0.0,160,11.0,83.62,1.0,6.0,858.0,858.0,1.0,1.0,144.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.33,1.5,occasional planner,858.0,160.98,Hotel Only,0.33
564596,0,1,33,31–40,Millennial,26,1,4.0,4.0,8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144,15.5,115.5,1.75,4.5,995.25,3981.0,4.0,3.0,103.42245625000001,5.25,1.75,0.75,1936.61,7746.44,4.0,1.0,0.0,1.0,3723.924038077675,5.25,4.8,1.67,occasional planner,11727.439999999999,2443.22,Hotel+Flight,1.42
494985,0,0,49,41–50,Gen X,27,1,2.0,6.0,8,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184,22.0,164.12,1.0,5.0,916.8,4584.0,5.0,4.0,116.7659975,7.2,1.0,0.3333333333333333,332.285,1993.71,6.0,4.0,2.0,0.667,3601.5376376798827,7.0,6.13,1.31,rare planner,6577.71,1073.04,Hotel+Flight,0.78
512443,1,1,40,31–40,Millennial,27,1,6.0,2.0,8,0.25,0.0,0.0,1.0,0.5,3.0,0.375,0.333,6.24,74,12.12,89.88,1.0,2.5,553.5,1107.0,2.0,2.0,54.426556250000004,6.0,1.0,0.5,170.47,340.94,2.0,2.0,0.0,1.0,1717.0973528071759,6.0,2.47,3.24,frequent planner,1447.94,586.21,Hotel+Flight,0.83
474278,0,0,25,21–30,Gen Z,28,0,8.0,0.0,8,0.0,0.0,0.0,0.0,0.0,5.0,0.625,0.0,0.0,66,8.25,62.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,3.64,frequent planner,0.0,0.0,Browser Only,0.0
536099,0,1,35,31–40,Millennial,27,1,4.0,4.0,8,0.5,0.0,0.0,1.0,0.25,1.0,0.125,1.0,3.12,169,12.25,90.38,1.25,5.75,962.25,3849.0,4.0,3.0,134.61569375,14.0,1.5,0.0,322.09000000000003,644.1800000000001,2.0,1.0,0.0,1.0,1229.853808483941,9.0,5.63,1.42,rare planner,4493.18,798.08,Hotel+Flight,0.92
499366,0,0,49,41–50,Gen X,27,1,4.0,4.0,8,0.5,0.0,0.0,1.0,0.25,1.0,0.125,1.0,3.12,156,18.12,135.12,2.0,3.0,919.3333333333334,2758.0,3.0,3.0,68.4143375,9.666666666666666,1.75,1.25,1882.3374999999999,7529.349999999999,4.0,1.0,0.0,1.0,3859.3575600962313,7.75,5.2,1.54,occasional planner,10287.349999999999,1978.34,Hotel+Flight,1.67
561846,1,0,41,41–50,Millennial,26,1,3.0,3.0,6,0.5,1.0,0.25,1.0,0.25,2.0,0.333,0.5,4.16,54,20.5,151.17,1.3333333333333333,2.6666666666666665,425.6666666666667,1277.0,3.0,3.0,61.099625,6.666666666666667,1.0,0.5,473.645,947.29,2.0,1.0,0.0,1.0,5360.440221375897,6.0,1.8,3.33,frequent planner,2224.29,1235.72,Hotel+Flight,0.94
513714,0,0,24,21–30,Gen Z,27,1,7.0,1.0,8,0.125,0.0,0.0,0.0,0.0,2.0,0.25,0.0,0.0,81,8.25,62.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,248.43,248.43,1.0,1.0,0.0,1.0,2736.493116036987,196.0,2.7,2.96,occasional planner,248.43,92.01,Flight Only,0.33
584531,1,1,45,41–50,Gen X,26,1,6.0,2.0,8,0.25,0.0,0.0,1.0,0.5,3.0,0.375,0.333,6.24,102,14.12,104.75,1.0,3.0,1897.0,3794.0,2.0,2.0,70.3116375,7.5,1.0,0.5,227.675,455.35,2.0,2.0,0.0,1.0,2702.1835826231113,7.5,3.4,2.35,occasional planner,4249.35,1249.81,Hotel+Flight,0.83
220725,0,0,41,41–50,Millennial,33,1,4.0,3.0,7,0.429,1.0,0.25,1.0,0.25,2.0,0.286,0.5,3.58,151,11.29,83.43,1.0,4.5,621.0,1242.0,2.0,2.0,101.51650000000001,5.0,1.0,0.3333333333333333,511.14000000000004,1533.42,3.0,1.0,0.0,1.0,6164.520317719085,5.0,5.03,1.39,rare planner,2775.42,551.77,Hotel+Flight,0.78
510067,1,1,49,41–50,Gen X,27,1,5.0,3.0,8,0.375,0.0,0.0,1.0,0.333,2.0,0.25,0.5,4.16,101,10.88,79.88,1.0,4.333333333333333,1334.0,4002.0,3.0,2.0,101.42234166666667,6.666666666666667,1.0,0.0,221.15,442.3,2.0,2.0,0.0,0.5,2637.7112064732805,8.0,3.37,2.37,occasional planner,4444.3,1318.78,Hotel+Flight,0.67
