user_id,birthdate,gender,married,has_children,home_country,home_city,home_airport,home_airport_lat,home_airport_lon,sign_up_date,tenure_months,age,age_group,generation
531109,1975-01-11,0,1,1,Usa,San Francisco,SFO,37.619,-122.375,2023-01-15,27,50,41–50,Gen X
555478,1994-05-14,0,0,0,Usa,New York,LGA,40.777,-73.872,2023-01-27,26,30,21–30,Millennial
528158,1974-04-05,0,1,0,Usa,Columbus,CMH,39.998,-82.892,2023-01-13,27,51,51–60,Gen X
521708,1976-06-24,0,1,0,Usa,Nashville,BNA,36.124,-86.678,2023-01-10,27,48,41–50,Gen X
629952,1978-08-05,0,0,0,Usa,Cincinnati,CVG,39.046,-84.662,2023-03-02,25,46,41–50,Gen X
520265,1981-11-03,0,1,1,Usa,Fresno,FAT,36.776,-119.718,2023-01-09,27,43,41–50,Millennial
512831,1980-02-22,0,0,0,Usa,San Antonio,SKF,29.384,-98.581,2023-01-06,27,45,41–50,Gen X
548123,1976-06-13,1,1,1,Canada,Edmonton,YEG,53.31,-113.58,2023-01-23,26,48,41–50,Gen X
527346,1977-06-28,0,1,0,Canada,Toronto,YKZ,43.862,-79.37,2023-01-13,27,47,41–50,Gen X
586811,1981-08-01,0,0,1,Usa,Baltimore,BWI,39.175,-76.668,2023-02-11,26,43,41–50,Millennial
515516,1990-01-05,1,1,0,Usa,Houston,EFD,29.607,-95.159,2023-01-07,27,35,31–40,Millennial
585492,1978-11-05,0,0,0,Usa,New York,LGA,40.777,-73.872,2023-02-10,26,46,41–50,Gen X
553985,1987-08-12,0,0,0,Usa,San Jose,SJC,37.362,-121.929,2023-01-26,26,37,31–40,Millennial
528281,1971-08-09,0,0,0,Canada,Calgary,YYC,51.114,-114.02,2023-01-13,27,53,51–60,Gen X
523395,1991-10-27,0,0,0,Usa,Tucson,DMA,32.166,-110.883,2023-01-11,27,33,31–40,Millennial
548872,2003-12-14,0,0,1,Usa,Chicago,MDW,41.786,-87.752,2023-01-23,26,21,21–30,Gen Z
454661,1978-04-24,0,0,0,Usa,Louisville,LOU,38.228,-85.664,2022-12-07,28,46,41–50,Gen X
512193,1986-11-13,0,0,1,Usa,Tulsa,TUL,36.198,-95.888,2023-01-05,27,38,31–40,Millennial
499461,1973-03-08,0,0,0,Usa,Amarillo,AMA,35.219,-101.706,2022-12-30,27,52,51–60,Gen X
556019,1966-08-28,0,1,0,Usa,Indianapolis,IND,39.717,-86.294,2023-01-27,26,58,51–60,Gen X
469824,1972-08-24,0,0,0,Usa,Los Angeles,LAX,33.942,-118.408,2022-12-15,28,52,51–60,Gen X
494590,1996-01-28,0,0,0,Usa,Houston,IAH,29.98,-95.34,2022-12-27,27,29,21–30,Millennial
559441,1957-08-12,0,1,0,Usa,Montgomery,MXF,32.379,-86.362,2023-01-29,26,67,61–70,Boomer
522276,1976-12-21,0,0,0,Usa,Anchorage,EDF,61.251,-149.806,2023-01-10,27,48,41–50,Gen X
651491,1981-04-15,1,0,0,Usa,Tallahassee,TLH,30.396,-84.35,2023-03-10,25,44,41–50,Millennial
534842,1978-02-25,0,1,0,Usa,Tulsa,TUL,36.198,-95.888,2023-01-16,27,47,41–50,Gen X
539493,2006-09-15,0,0,0,Usa,Richmond,RIC,37.505,-77.319,2023-01-19,26,18,11–20,Gen Z
529602,1979-02-14,1,1,1,Usa,Charlotte,CLT,35.214,-80.943,2023-01-14,27,46,41–50,Gen X
550459,1980-06-27,0,0,0,Usa,Tulsa,TUL,36.198,-95.888,2023-01-24,26,44,41–50,Gen X
204997,1985-08-26,0,1,0,Usa,Kansas City,MCI,39.297,-94.714,2022-06-06,34,39,31–40,Millennial
559758,1976-03-24,0,1,1,Usa,Chicago,ORD,41.979,-87.904,2023-01-29,26,49,41–50,Gen X
564596,1991-06-24,0,0,1,Usa,Austin,AUS,30.194,-97.67,2023-01-31,26,33,31–40,Millennial
494985,1975-04-26,0,0,0,Canada,Winnipeg,YWG,49.91,-97.234,2022-12-27,27,49,41–50,Gen X
512443,1985-04-15,0,1,1,Usa,New York,JFK,40.64,-73.779,2023-01-05,27,40,31–40,Millennial
474278,1999-05-12,0,0,0,Usa,Portland,PWM,43.646,-70.309,2022-12-17,28,25,21–30,Gen Z
536099,1989-08-23,0,0,1,Usa,Columbus,CMH,39.998,-82.892,2023-01-17,27,35,31–40,Millennial
499366,1976-01-04,0,0,0,Canada,Quebec,YQB,46.788,-71.398,2022-12-30,27,49,41–50,Gen X
561846,1983-12-04,0,1,0,Usa,New York,JFK,40.64,-73.779,2023-01-30,26,41,41–50,Millennial
513714,2001-02-11,0,0,0,Usa,Phoenix,LUF,33.535,-112.383,2023-01-06,27,24,21–30,Gen Z
584531,1979-08-14,1,1,1,Usa,Shreveport,BAD,32.502,-93.663,2023-02-10,26,45,41–50,Gen X
220725,1983-07-28,0,0,0,Usa,Stockton,SCK,37.894,-121.239,2022-06-20,33,41,41–50,Millennial
510067,1976-01-26,0,1,1,Usa,New York,LGA,40.777,-73.872,2023-01-04,27,49,41–50,Gen X
518041,2004-08-26,0,0,0,Usa,New York,LGA,40.777,-73.872,2023-01-08,27,20,11–20,Gen Z
549777,1994-08-14,0,1,1,Canada,Edmonton,YXD,53.573,-113.521,2023-01-24,26,30,21–30,Millennial
606635,1978-05-01,0,0,0,Usa,Reno,RNO,39.498,-119.768,2023-02-19,25,46,41–50,Gen X
526445,1975-01-22,0,0,0,Usa,Tampa,MCF,27.849,-82.521,2023-01-12,27,50,41–50,Gen X
515409,1979-04-09,0,1,1,Usa,New York,JFK,40.64,-73.779,2023-01-07,27,46,41–50,Gen X
566749,2003-03-21,0,0,0,Usa,Chicago,MDW,41.786,-87.752,2023-02-01,26,22,21–30,Gen Z
516556,1987-03-08,0,0,1,Usa,Kansas City,MCI,39.297,-94.714,2023-01-07,27,38,31–40,Millennial
577386,1970-12-28,0,0,0,Usa,Houston,EFD,29.607,-95.159,2023-02-06,26,54,51–60,Gen X
501794,1980-10-23,0,1,0,Usa,Nashville,BNA,36.124,-86.678,2022-12-31,27,44,41–50,Gen X
519853,1982-03-07,0,0,1,Usa,New York,LGA,40.777,-73.872,2023-01-09,27,43,41–50,Millennial
552653,1965-01-25,0,1,0,Usa,Philadelphia,PHL,39.872,-75.241,2023-01-25,26,60,51–60,Gen X
524080,1988-07-27,0,0,0,Usa,Los Angeles,LAX,33.942,-118.408,2023-01-11,27,36,31–40,Millennial
523771,1988-04-16,0,0,1,Usa,New York,JFK,40.64,-73.779,2023-01-11,27,37,31–40,Millennial
525176,1953-09-03,0,0,0,Usa,Washington,IAD,38.944,-77.456,2023-01-12,27,71,71–80,Boomer
592372,2006-12-06,1,0,0,Usa,Charlotte,CLT,35.214,-80.943,2023-02-13,26,18,11–20,Gen Z
524628,1974-09-02,1,1,0,Usa,Los Angeles,LAX,33.942,-118.408,2023-01-11,27,50,41–50,Gen X
524880,1982-12-10,0,1,1,Canada,Toronto,YKZ,43.862,-79.37,2023-01-11,27,42,41–50,Millennial
512024,1991-09-28,0,1,0,Usa,New York,JFK,40.64,-73.779,2023-01-05,27,33,31–40,Millennial
584787,1958-07-21,0,1,0,Usa,Los Angeles,LAX,33.942,-118.408,2023-02-10,26,66,61–70,Boomer
528455,1976-12-24,0,1,1,Usa,Fresno,FAT,36.776,-119.718,2023-01-13,27,48,41–50,Gen X
557134,1967-05-02,0,1,0,Usa,Washington,IAD,38.944,-77.456,2023-01-28,26,57,51–60,Gen X
558506,1968-11-15,0,1,1,Usa,New York,LGA,40.777,-73.872,2023-01-28,26,56,51–60,Gen X
563165,1970-02-04,1,0,0,Usa,Colorado Springs,COS,38.806,-104.7,2023-01-31,26,55,51–60,Gen X
530797,1998-12-22,0,0,0,Usa,Indianapolis,IND,39.717,-86.294,2023-01-14,27,26,21–30,Gen Z
560747,1981-07-11,0,1,0,Usa,Chicago,MDW,41.786,-87.752,2023-01-29,26,43,41–50,Millennial
581858,1976-12-04,0,1,0,Usa,Los Angeles,LAX,33.942,-118.408,2023-02-08,26,48,41–50,Gen X
540654,1974-08-20,0,0,1,Usa,San Antonio,SKF,29.384,-98.581,2023-01-19,26,50,41–50,Gen X
499379,1958-05-26,0,1,0,Usa,Reno,RNO,39.498,-119.768,2022-12-30,27,66,61–70,Boomer
606290,1985-10-20,0,1,0,Usa,New York,JFK,40.64,-73.779,2023-02-19,25,39,31–40,Millennial
578396,1968-08-12,0,1,1,Usa,Riverside,RIV,33.881,-117.259,2023-02-07,26,56,51–60,Gen X
548990,1991-09-13,0,0,0,Usa,Los Angeles,LAX,33.942,-118.408,2023-01-23,26,33,31–40,Millennial
450615,1979-12-11,0,0,0,Usa,Kansas City,MCI,39.297,-94.714,2022-12-05,28,45,41–50,Gen X
550421,1979-02-20,0,1,0,Usa,Orlando,MCO,28.429,-81.316,2023-01-24,26,46,41–50,Gen X
644784,1988-10-14,0,1,0,Usa,San Diego,NZY,32.699,-117.215,2023-03-07,25,36,31–40,Millennial
585965,1975-07-19,0,0,0,Usa,Fort Worth,FTW,32.82,-97.362,2023-02-10,26,49,41–50,Gen X
356046,1989-10-17,0,0,0,Canada,Ottawa,YOW,45.323,-75.669,2022-10-09,30,35,31–40,Millennial
563343,1957-11-08,0,1,0,Usa,Riverside,RIV,33.881,-117.259,2023-01-31,26,67,61–70,Boomer
513103,1992-03-13,0,0,1,Usa,Philadelphia,PHL,39.872,-75.241,2023-01-06,27,33,31–40,Millennial
520902,1985-03-01,0,0,0,Usa,Kansas City,MCI,39.297,-94.714,2023-01-10,27,40,31–40,Millennial
525056,1986-08-28,0,0,0,Usa,New York,LGA,40.777,-73.872,2023-01-12,27,38,31–40,Millennial
464782,1976-06-07,0,1,1,Usa,Boston,BOS,42.364,-71.005,2022-12-12,28,48,41–50,Gen X
553967,1983-06-24,0,0,1,Usa,Phoenix,LUF,33.535,-112.383,2023-01-26,26,41,41–50,Millennial
516933,2006-09-09,0,0,0,Usa,New York,LGA,40.777,-73.872,2023-01-08,27,18,11–20,Gen Z
377069,1956-03-06,0,1,0,Usa,New York,LGA,40.777,-73.872,2022-10-24,29,69,61–70,Boomer
522633,1985-06-23,0,0,0,Usa,New York,LGA,40.777,-73.872,2023-01-10,27,39,31–40,Millennial
579065,1973-12-09,0,1,1,Usa,Louisville,LOU,38.228,-85.664,2023-02-07,26,51,51–60,Gen X
581409,1985-09-19,0,0,1,Usa,Louisville,LOU,38.228,-85.664,2023-02-08,26,39,31–40,Millennial
526239,1986-10-09,0,1,1,Usa,Oakland,OAK,37.721,-122.221,2023-01-12,27,38,31–40,Millennial
549623,1985-06-16,1,0,1,Usa,Louisville,LOU,38.228,-85.664,2023-01-24,26,39,31–40,Millennial
580622,1956-04-20,0,1,0,Canada,London,YXU,43.036,-81.154,2023-02-08,26,68,61–70,Boomer
543723,1966-01-13,0,0,0,Usa,New York,LGA,40.777,-73.872,2023-01-21,26,59,51–60,Gen X
672112,1973-10-25,0,1,1,Usa,Madison,MSN,43.14,-89.337,2023-03-18,25,51,51–60,Gen X
590829,1980-06-13,0,0,0,Usa,Minneapolis,MSP,44.88,-93.217,2023-02-13,26,44,41–50,Gen X
647674,1987-05-08,0,0,1,Usa,Chicago,ORD,41.979,-87.904,2023-03-09,25,37,31–40,Millennial
521065,1979-11-14,0,1,1,Usa,New York,LGA,40.777,-73.872,2023-01-10,27,45,41–50,Gen X
524012,1981-12-06,0,1,0,Usa,New York,LGA,40.777,-73.872,2023-01-11,27,43,41–50,Millennial
552558,1971-10-18,0,1,1,Canada,Vancouver,YVR,49.195,-123.182,2023-01-25,26,53,51–60,Gen X
567518,1968-05-04,0,0,0,Usa,New York,JFK,40.64,-73.779,2023-02-02,26,56,51–60,Gen X
669356,1979-03-17,0,0,0,Usa,Philadelphia,PHL,39.872,-75.241,2023-03-17,25,46,41–50,Gen X
629803,1983-04-15,1,0,1,Usa,Tulsa,TUL,36.198,-95.888,2023-03-01,25,42,41–50,Millennial
528186,1981-03-15,0,0,0,Usa,Denver,DEN,39.858,-104.667,2023-01-13,27,44,41–50,Millennial
513625,1995-09-25,0,0,1,Usa,Kansas City,MCI,39.297,-94.714,2023-01-06,27,29,21–30,Millennial
581901,1970-06-12,0,1,0,Usa,New Orleans,NBG,29.825,-90.035,2023-02-08,26,54,51–60,Gen X
216796,2001-07-09,0,0,0,Usa,Cincinnati,CVG,39.046,-84.662,2022-06-16,34,23,21–30,Gen Z
537413,1975-10-12,0,1,0,Canada,Montreal,YMX,45.68,-74.039,2023-01-18,27,49,41–50,Gen X
630738,1981-02-11,0,0,0,Usa,Birmingham,BHM,33.563,-86.753,2023-03-02,25,44,41–50,Millennial
528164,1976-11-10,1,1,0,Usa,San Francisco,SFO,37.619,-122.375,2023-01-13,27,48,41–50,Gen X
571523,1978-05-19,0,1,0,Usa,Dallas,DAL,32.847,-96.852,2023-02-04,26,46,41–50,Gen X
539307,1985-10-08,0,0,1,Usa,New York,LGA,40.777,-73.872,2023-01-19,26,39,31–40,Millennial
469767,1976-01-22,0,1,0,Usa,New York,JFK,40.64,-73.779,2022-12-15,28,49,41–50,Gen X
636520,1972-12-21,0,0,0,Usa,Rochester,ROC,43.119,-77.672,2023-03-04,25,52,51–60,Gen X
534254,2000-10-23,0,0,0,Canada,Calgary,YYC,51.114,-114.02,2023-01-16,27,24,21–30,Gen Z
606333,1980-07-03,0,0,0,Usa,Providence,PVD,41.724,-71.428,2023-02-19,25,44,41–50,Gen X
728820,1985-07-15,1,0,1,Usa,Houston,HOU,29.645,-95.279,2023-04-07,24,39,31–40,Millennial
528909,2006-07-16,0,0,0,Usa,New York,JFK,40.64,-73.779,2023-01-13,27,18,11–20,Gen Z
563507,1986-03-17,0,1,0,Usa,San Francisco,SFO,37.619,-122.375,2023-01-31,26,39,31–40,Millennial
559176,1959-12-08,0,1,1,Usa,Columbus,LCK,39.814,-82.928,2023-01-28,26,65,61–70,Boomer
514675,1972-11-07,0,1,0,Usa,Chicago,UGN,42.422,-87.868,2023-01-06,27,52,51–60,Gen X
562010,1982-09-13,1,0,1,Usa,New York,LGA,40.777,-73.872,2023-01-30,26,42,41–50,Millennial
535003,1966-07-07,0,1,0,Usa,Brownsville,BRO,25.907,-97.426,2023-01-16,27,58,51–60,Gen X
523335,1994-11-21,0,0,0,Usa,Houston,IAH,29.98,-95.34,2023-01-11,27,30,21–30,Millennial
519897,2006-02-03,0,0,0,Usa,Tulsa,TUL,36.198,-95.888,2023-01-09,27,19,11–20,Gen Z
573584,1986-01-02,1,1,0,Usa,Oklahoma City,OKC,35.393,-97.601,2023-02-04,26,39,31–40,Millennial
573704,1976-08-20,0,1,0,Usa,New York,LGA,40.777,-73.872,2023-02-05,26,48,41–50,Gen X
542153,1975-08-04,0,0,0,Usa,San Jose,SJC,37.362,-121.929,2023-01-20,26,49,41–50,Gen X
669140,1960-07-06,0,1,1,Usa,Detroit,YIP,42.238,-83.53,2023-03-17,25,64,61–70,Boomer
557794,1978-02-17,0,0,1,Usa,New York,JFK,40.64,-73.779,2023-01-28,26,47,41–50,Gen X
565377,1981-05-07,0,0,0,Usa,Orlando,ORL,28.545,-81.333,2023-02-01,26,43,41–50,Millennial
555773,2001-10-19,0,0,0,Usa,Minneapolis,MSP,44.88,-93.217,2023-01-27,26,23,21–30,Gen Z
637086,1978-06-27,0,0,0,Usa,Phoenix,PHX,33.434,-112.008,2023-03-05,25,46,41–50,Gen X
628653,1982-04-25,0,1,0,Usa,Sacramento,MHR,38.554,-121.297,2023-03-01,25,42,41–50,Millennial
585310,1989-01-24,0,0,0,Canada,Toronto,YZD,43.742,-79.466,2023-02-10,26,36,31–40,Millennial
463867,1992-11-14,0,0,0,Usa,Detroit,DTW,42.212,-83.353,2022-12-12,28,32,31–40,Millennial
535497,1989-08-19,0,0,1,Usa,Chicago,MDW,41.786,-87.752,2023-01-17,27,35,31–40,Millennial
564219,1981-09-28,0,0,1,Usa,Baltimore,BWI,39.175,-76.668,2023-01-31,26,43,41–50,Millennial
531989,1969-08-07,0,0,1,Usa,San Francisco,SFO,37.619,-122.375,2023-01-15,27,55,51–60,Gen X
537212,2002-05-05,0,0,1,Usa,San Antonio,SAT,29.534,-98.47,2023-01-18,27,22,21–30,Gen Z
547862,1977-02-04,1,1,1,Usa,Houston,EFD,29.607,-95.159,2023-01-23,26,48,41–50,Gen X
515735,1960-07-23,0,1,1,Usa,Chicago,MDW,41.786,-87.752,2023-01-07,27,64,61–70,Boomer
555484,1984-08-16,0,0,0,Usa,El Paso,BIF,31.849,-106.38,2023-01-27,26,40,31–40,Millennial
741902,1976-09-05,0,1,1,Canada,Halifax,YAW,44.64,-63.499,2023-04-12,24,48,41–50,Gen X
663376,1981-10-21,1,0,1,Usa,Houston,EFD,29.607,-95.159,2023-03-15,25,43,41–50,Millennial
511666,1973-08-25,0,1,0,Usa,Milwaukee,MKE,42.947,-87.896,2023-01-05,27,51,51–60,Gen X
533990,1974-05-13,0,0,1,Canada,Windsor,YQG,42.276,-82.956,2023-01-16,27,50,41–50,Gen X
564962,1971-03-20,0,1,0,Usa,Long Beach,LGB,33.818,-118.151,2023-01-31,26,54,51–60,Gen X
551729,2006-10-26,0,0,0,Canada,Vancouver,YVR,49.195,-123.182,2023-01-25,26,18,11–20,Gen Z
587459,1975-08-05,0,1,0,Usa,Philadelphia,PNE,40.082,-75.011,2023-02-11,26,49,41–50,Gen X
523735,1968-11-27,0,1,1,Canada,Ottawa,YOW,45.323,-75.669,2023-01-11,27,56,51–60,Gen X
508367,1975-12-08,0,1,0,Usa,Lubbock,LBB,33.664,-101.823,2023-01-03,27,49,41–50,Gen X
599909,1995-04-12,0,0,0,Usa,San Antonio,SKF,29.384,-98.581,2023-02-17,26,30,21–30,Millennial
563012,1999-08-05,0,0,0,Usa,Chicago,ORD,41.979,-87.904,2023-01-30,26,25,21–30,Gen Z
522402,1979-11-27,1,0,0,Usa,San Antonio,RND,29.529,-98.279,2023-01-10,27,45,41–50,Gen X
530739,1998-10-23,0,0,0,Usa,Houston,HOU,29.645,-95.279,2023-01-14,27,26,21–30,Gen Z
667916,1976-04-26,0,0,0,Canada,Vancouver,YVR,49.195,-123.182,2023-03-16,25,48,41–50,Gen X
585522,1956-05-17,1,1,0,Usa,Phoenix,LUF,33.535,-112.383,2023-02-10,26,68,61–70,Boomer
520182,1980-05-26,0,1,1,Usa,New York,LGA,40.777,-73.872,2023-01-09,27,44,41–50,Gen X
531253,1972-10-28,0,1,1,Usa,New York,LGA,40.777,-73.872,2023-01-15,27,52,51–60,Gen X
575433,1967-10-10,0,1,0,Usa,Los Angeles,LAX,33.942,-118.408,2023-02-05,26,57,51–60,Gen X
507759,1975-03-20,0,1,0,Canada,Victoria,YYJ,48.647,-123.426,2023-01-03,27,50,41–50,Gen X
639894,1980-03-01,0,1,1,Usa,Brownsville,BRO,25.907,-97.426,2023-03-06,25,45,41–50,Gen X
520882,2006-01-06,0,0,0,Usa,Louisville,LOU,38.228,-85.664,2023-01-09,27,19,11–20,Gen Z
544839,1979-02-04,0,0,0,Usa,Houston,IAH,29.98,-95.34,2023-01-21,26,46,41–50,Gen X
347778,1974-07-20,0,0,0,Usa,Las Vegas,LSV,36.236,-115.034,2022-10-03,30,50,41–50,Gen X
532730,2006-10-24,0,0,0,Usa,Detroit,YIP,42.238,-83.53,2023-01-15,27,18,11–20,Gen Z
574840,1985-03-05,0,0,1,Usa,New York,JFK,40.64,-73.779,2023-02-05,26,40,31–40,Millennial
541389,1994-11-17,0,0,0,Usa,Detroit,YIP,42.238,-83.53,2023-01-20,26,30,21–30,Millennial
521509,1968-12-25,0,1,0,Usa,New York,LGA,40.777,-73.872,2023-01-10,27,56,51–60,Gen X
621113,1994-12-03,0,0,0,Usa,New York,LGA,40.777,-73.872,2023-02-26,25,30,21–30,Millennial
512289,1958-11-19,0,0,0,Usa,Charlotte,CLT,35.214,-80.943,2023-01-05,27,66,61–70,Boomer
563956,1977-06-22,0,0,0,Usa,Minneapolis,MSP,44.88,-93.217,2023-01-31,26,47,41–50,Gen X
519896,1976-11-02,0,1,0,Usa,Miami,OPF,25.907,-80.278,2023-01-09,27,48,41–50,Gen X
582586,1935-05-10,0,1,0,Usa,Chicago,ORD,41.979,-87.904,2023-02-09,26,89,81+,Silent
568155,2002-02-03,0,0,1,Usa,San Jose,SJC,37.362,-121.929,2023-02-02,26,23,21–30,Gen Z
525234,1969-08-03,0,0,0,Usa,Houston,HOU,29.645,-95.279,2023-01-12,27,55,51–60,Gen X
574489,1972-03-02,0,1,1,Usa,Rochester,ROC,43.119,-77.672,2023-02-05,26,53,51–60,Gen X
558659,1980-05-09,0,1,0,Usa,Winston-Salem,INT,36.134,-80.222,2023-01-28,26,44,41–50,Gen X
612797,1970-10-06,0,1,1,Usa,Phoenix,LUF,33.535,-112.383,2023-02-22,25,54,51–60,Gen X
187212,1969-02-20,0,1,1,Usa,Los Angeles,LAX,33.942,-118.408,2022-05-21,34,56,51–60,Gen X
580658,1977-09-28,0,0,0,Canada,Windsor,YQG,42.276,-82.956,2023-02-08,26,47,41–50,Gen X
673874,1973-08-02,0,1,1,Usa,Anchorage,ANC,61.174,-149.996,2023-03-18,25,51,51–60,Gen X
640867,1972-10-20,0,0,1,Canada,Montreal,YHU,45.517,-73.417,2023-03-06,25,52,51–60,Gen X
514503,2001-10-04,0,0,0,Usa,Lubbock,LBB,33.664,-101.823,2023-01-06,27,23,21–30,Gen Z
524511,1969-03-15,0,0,0,Usa,Los Angeles,LAX,33.942,-118.408,2023-01-11,27,56,51–60,Gen X
531471,1978-09-19,0,1,0,Usa,New York,JFK,40.64,-73.779,2023-01-15,27,46,41–50,Gen X
510890,1990-09-22,0,0,0,Usa,Dallas,DAL,32.847,-96.852,2023-01-05,27,34,31–40,Millennial
524849,1973-11-15,0,1,1,Canada,Edmonton,YEG,53.31,-113.58,2023-01-11,27,51,51–60,Gen X
474951,1986-10-24,0,0,0,Usa,Jacksonville,NIP,30.236,-81.681,2022-12-17,28,38,31–40,Millennial
690420,1968-10-22,0,1,1,Usa,St. Petersburg,PIE,27.911,-82.687,2023-03-24,24,56,51–60,Gen X
669329,1991-12-01,0,0,0,Canada,Vancouver,YVR,49.195,-123.182,2023-03-17,25,33,31–40,Millennial
536086,1969-10-11,0,1,1,Usa,Miami,OPF,25.907,-80.278,2023-01-17,27,55,51–60,Gen X
559461,1999-01-23,0,1,1,Usa,New York,JFK,40.64,-73.779,2023-01-29,26,26,21–30,Gen Z
573922,1982-12-13,0,1,1,Usa,Tulsa,TUL,36.198,-95.888,2023-02-05,26,42,41–50,Millennial
232647,2006-04-11,0,0,0,Usa,Birmingham,BHM,33.563,-86.753,2022-06-30,33,19,11–20,Gen Z
511122,1976-10-11,0,1,0,Canada,Montreal,YHU,45.517,-73.417,2023-01-05,27,48,41–50,Gen X
516290,1978-10-10,1,0,0,Usa,Omaha,OMA,41.302,-95.894,2023-01-07,27,46,41–50,Gen X
596409,1977-03-01,0,0,0,Usa,Chicago,MDW,41.786,-87.752,2023-02-15,26,48,41–50,Gen X
542230,1975-09-02,0,1,0,Usa,Philadelphia,PNE,40.082,-75.011,2023-01-20,26,49,41–50,Gen X
590967,1978-04-11,0,0,1,Usa,Houston,HOU,29.645,-95.279,2023-02-13,26,47,41–50,Gen X
545518,1978-09-27,0,0,1,Canada,Edmonton,YXD,53.573,-113.521,2023-01-22,26,46,41–50,Gen X
503277,1969-01-19,0,0,0,Usa,Los Angeles,LAX,33.942,-118.408,2023-01-01,27,56,51–60,Gen X
533782,1970-10-10,0,1,0,Usa,Honolulu,HNL,21.316,-157.927,2023-01-16,27,54,51–60,Gen X
538279,1975-01-17,2,0,0,Usa,Dallas,DAL,32.847,-96.852,2023-01-18,27,50,41–50,Gen X
579829,1964-09-27,0,0,0,Canada,Calgary,YYC,51.114,-114.02,2023-02-07,26,60,51–60,Boomer
465568,1974-06-22,0,1,1,Usa,El Paso,BIF,31.849,-106.38,2022-12-12,28,50,41–50,Gen X
513438,1972-10-02,0,1,1,Usa,San Antonio,RND,29.529,-98.279,2023-01-06,27,52,51–60,Gen X
623949,1976-05-21,1,1,0,Usa,New York,LGA,40.777,-73.872,2023-02-27,25,48,41–50,Gen X
512693,1986-06-21,0,0,0,Usa,Little Rock,LIT,34.729,-92.224,2023-01-05,27,38,31–40,Millennial
504859,1997-07-14,0,0,1,Usa,Phoenix,PHX,33.434,-112.008,2023-01-02,27,27,21–30,Gen Z
661614,1955-11-10,0,0,0,Usa,Santa Ana,SNA,33.676,-117.868,2023-03-14,25,69,61–70,Boomer
555492,1973-08-05,0,0,0,Usa,Atlanta,ATL,33.64,-84.427,2023-01-27,26,51,51–60,Gen X
561945,1997-02-23,0,0,0,Canada,Toronto,YKZ,43.862,-79.37,2023-01-30,26,28,21–30,Gen Z
