user_id,birthdate,gender,married,has_children,home_country,home_city,home_airport,home_airport_lat,home_airport_lon,sign_up_date
577944,1955-04-27,F,true,false,usa,san diego,NZY,32.699,-117.215,2023-02-06
565601,1974-02-16,M,true,true,usa,austin,AUS,30.194,-97.67,2023-02-01
531109,1975-01-11,F,true,true,usa,san francisco,SFO,37.619,-122.375,2023-01-15
555478,1994-05-14,F,false,false,usa,new york,LGA,40.777,-73.872,2023-01-27
528158,1974-04-05,F,true,false,usa,columbus,CMH,39.998,-82.892,2023-01-13
521708,1976-06-24,F,true,false,usa,nashville,BNA,36.124,-86.678,2023-01-10
629952,1978-08-05,F,false,false,usa,cincinnati,CVG,39.046,-84.662,2023-03-02
520265,1981-11-03,F,true,true,usa,fresno,FAT,36.776,-119.718,2023-01-09
512831,1980-02-22,F,false,false,usa,san antonio,SKF,29.384,-98.581,2023-01-06
548123,1976-06-13,M,true,true,canada,edmonton,YEG,53.31,-113.58,2023-01-23
527346,1977-06-28,F,true,false,canada,toronto,YKZ,43.862,-79.37,2023-01-13
586811,1981-08-01,F,false,true,usa,baltimore,BWI,39.175,-76.668,2023-02-11
515516,1990-01-05,M,true,false,usa,houston,EFD,29.607,-95.159,2023-01-07
585492,1978-11-05,F,false,false,usa,new york,LGA,40.777,-73.872,2023-02-10
553985,1987-08-12,F,false,false,usa,san jose,SJC,37.362,-121.929,2023-01-26
528281,1971-08-09,F,false,false,canada,calgary,YYC,51.114,-114.02,2023-01-13
523395,1991-10-27,F,false,false,usa,tucson,DMA,32.166,-110.883,2023-01-11
548872,2003-12-14,F,false,true,usa,chicago,MDW,41.786,-87.752,2023-01-23
454661,1978-04-24,F,false,false,usa,louisville,LOU,38.228,-85.664,2022-12-07
512193,1986-11-13,F,false,true,usa,tulsa,TUL,36.198,-95.888,2023-01-05
499461,1973-03-08,F,false,false,usa,amarillo,AMA,35.219,-101.706,2022-12-30
556019,1966-08-28,F,true,false,usa,indianapolis,IND,39.717,-86.294,2023-01-27
469824,1972-08-24,F,false,false,usa,los angeles,LAX,33.942,-118.408,2022-12-15
494590,1996-01-28,F,false,false,usa,houston,IAH,29.98,-95.34,2022-12-27
559441,1957-08-12,F,true,false,usa,montgomery,MXF,32.379,-86.362,2023-01-29
522276,1976-12-21,F,false,false,usa,anchorage,EDF,61.251,-149.806,2023-01-10
651491,1981-04-15,M,false,false,usa,tallahassee,TLH,30.396,-84.35,2023-03-10
534842,1978-02-25,F,true,false,usa,tulsa,TUL,36.198,-95.888,2023-01-16
539493,2006-09-15,F,false,false,usa,richmond,RIC,37.505,-77.319,2023-01-19
529602,1979-02-14,M,true,true,usa,charlotte,CLT,35.214,-80.943,2023-01-14
550459,1980-06-27,F,false,false,usa,tulsa,TUL,36.198,-95.888,2023-01-24
204997,1985-08-26,F,true,false,usa,kansas city,MCI,39.297,-94.714,2022-06-06
559758,1976-03-24,F,true,true,usa,chicago,ORD,41.979,-87.904,2023-01-29
564596,1991-06-24,F,false,true,usa,austin,AUS,30.194,-97.67,2023-01-31
494985,1975-04-26,F,false,false,canada,winnipeg,YWG,49.91,-97.234,2022-12-27
512443,1985-04-15,F,true,true,usa,new york,JFK,40.64,-73.779,2023-01-05
474278,1999-05-12,F,false,false,usa,portland,PWM,43.646,-70.309,2022-12-17
536099,1989-08-23,F,false,true,usa,columbus,CMH,39.998,-82.892,2023-01-17
499366,1976-01-04,F,false,false,canada,quebec,YQB,46.788,-71.398,2022-12-30
561846,1983-12-04,F,true,false,usa,new york,JFK,40.64,-73.779,2023-01-30
513714,2001-02-11,F,false,false,usa,phoenix,LUF,33.535,-112.383,2023-01-06
584531,1979-08-14,M,true,true,usa,shreveport,BAD,32.502,-93.663,2023-02-10
220725,1983-07-28,F,false,false,usa,stockton,SCK,37.894,-121.239,2022-06-20
510067,1976-01-26,F,true,true,usa,new york,LGA,40.777,-73.872,2023-01-04
518041,2004-08-26,F,false,false,usa,new york,LGA,40.777,-73.872,2023-01-08
549777,1994-08-14,F,true,true,canada,edmonton,YXD,53.573,-113.521,2023-01-24
606635,1978-05-01,F,false,false,usa,reno,RNO,39.498,-119.768,2023-02-19
526445,1975-01-22,F,false,false,usa,tampa,MCF,27.849,-82.521,2023-01-12
515409,1979-04-09,F,true,true,usa,new york,JFK,40.64,-73.779,2023-01-07
566749,2003-03-21,F,false,false,usa,chicago,MDW,41.786,-87.752,2023-02-01
516556,1987-03-08,F,false,true,usa,kansas city,MCI,39.297,-94.714,2023-01-07
577386,1970-12-28,F,false,false,usa,houston,EFD,29.607,-95.159,2023-02-06
501794,1980-10-23,F,true,false,usa,nashville,BNA,36.124,-86.678,2022-12-31
519853,1982-03-07,F,false,true,usa,new york,LGA,40.777,-73.872,2023-01-09
552653,1965-01-25,F,true,false,usa,philadelphia,PHL,39.872,-75.241,2023-01-25
524080,1988-07-27,F,false,false,usa,los angeles,LAX,33.942,-118.408,2023-01-11
523771,1988-04-16,F,false,true,usa,new york,JFK,40.64,-73.779,2023-01-11
525176,1953-09-03,F,false,false,usa,washington,IAD,38.944,-77.456,2023-01-12
592372,2006-12-06,M,false,false,usa,charlotte,CLT,35.214,-80.943,2023-02-13
524628,1974-09-02,M,true,false,usa,los angeles,LAX,33.942,-118.408,2023-01-11
524880,1982-12-10,F,true,true,canada,toronto,YKZ,43.862,-79.37,2023-01-11
512024,1991-09-28,F,true,false,usa,new york,JFK,40.64,-73.779,2023-01-05
584787,1958-07-21,F,true,false,usa,los angeles,LAX,33.942,-118.408,2023-02-10
528455,1976-12-24,F,true,true,usa,fresno,FAT,36.776,-119.718,2023-01-13
557134,1967-05-02,F,true,false,usa,washington,IAD,38.944,-77.456,2023-01-28
558506,1968-11-15,F,true,true,usa,new york,LGA,40.777,-73.872,2023-01-28
563165,1970-02-04,M,false,false,usa,colorado springs,COS,38.806,-104.7,2023-01-31
530797,1998-12-22,F,false,false,usa,indianapolis,IND,39.717,-86.294,2023-01-14
560747,1981-07-11,F,true,false,usa,chicago,MDW,41.786,-87.752,2023-01-29
581858,1976-12-04,F,true,false,usa,los angeles,LAX,33.942,-118.408,2023-02-08
540654,1974-08-20,F,false,true,usa,san antonio,SKF,29.384,-98.581,2023-01-19
499379,1958-05-26,F,true,false,usa,reno,RNO,39.498,-119.768,2022-12-30
606290,1985-10-20,F,true,false,usa,new york,JFK,40.64,-73.779,2023-02-19
578396,1968-08-12,F,true,true,usa,riverside,RIV,33.881,-117.259,2023-02-07
548990,1991-09-13,F,false,false,usa,los angeles,LAX,33.942,-118.408,2023-01-23
450615,1979-12-11,F,false,false,usa,kansas city,MCI,39.297,-94.714,2022-12-05
550421,1979-02-20,F,true,false,usa,orlando,MCO,28.429,-81.316,2023-01-24
644784,1988-10-14,F,true,false,usa,san diego,NZY,32.699,-117.215,2023-03-07
585965,1975-07-19,F,false,false,usa,fort worth,FTW,32.82,-97.362,2023-02-10
356046,1989-10-17,F,false,false,canada,ottawa,YOW,45.323,-75.669,2022-10-09
563343,1957-11-08,F,true,false,usa,riverside,RIV,33.881,-117.259,2023-01-31
513103,1992-03-13,F,false,true,usa,philadelphia,PHL,39.872,-75.241,2023-01-06
520902,1985-03-01,F,false,false,usa,kansas city,MCI,39.297,-94.714,2023-01-10
525056,1986-08-28,F,false,false,usa,new york,LGA,40.777,-73.872,2023-01-12
464782,1976-06-07,F,true,true,usa,boston,BOS,42.364,-71.005,2022-12-12
553967,1983-06-24,F,false,true,usa,phoenix,LUF,33.535,-112.383,2023-01-26
516933,2006-09-09,F,false,false,usa,new york,LGA,40.777,-73.872,2023-01-08
377069,1956-03-06,F,true,false,usa,new york,LGA,40.777,-73.872,2022-10-24
522633,1985-06-23,F,false,false,usa,new york,LGA,40.777,-73.872,2023-01-10
579065,1973-12-09,F,true,true,usa,louisville,LOU,38.228,-85.664,2023-02-07
581409,1985-09-19,F,false,true,usa,louisville,LOU,38.228,-85.664,2023-02-08
526239,1986-10-09,F,true,true,usa,oakland,OAK,37.721,-122.221,2023-01-12
549623,1985-06-16,M,false,true,usa,louisville,LOU,38.228,-85.664,2023-01-24
580622,1956-04-20,F,true,false,canada,london,YXU,43.036,-81.154,2023-02-08
543723,1966-01-13,F,false,false,usa,new york,LGA,40.777,-73.872,2023-01-21
672112,1973-10-25,F,true,true,usa,madison,MSN,43.14,-89.337,2023-03-18
590829,1980-06-13,F,false,false,usa,minneapolis,MSP,44.88,-93.217,2023-02-13
647674,1987-05-08,F,false,true,usa,chicago,ORD,41.979,-87.904,2023-03-09
521065,1979-11-14,F,true,true,usa,new york,LGA,40.777,-73.872,2023-01-10
524012,1981-12-06,F,true,false,usa,new york,LGA,40.777,-73.872,2023-01-11
552558,1971-10-18,F,true,true,canada,vancouver,YVR,49.195,-123.182,2023-01-25
567518,1968-05-04,F,false,false,usa,new york,JFK,40.64,-73.779,2023-02-02
669356,1979-03-17,F,false,false,usa,philadelphia,PHL,39.872,-75.241,2023-03-17
629803,1983-04-15,M,false,true,usa,tulsa,TUL,36.198,-95.888,2023-03-01
528186,1981-03-15,F,false,false,usa,denver,DEN,39.858,-104.667,2023-01-13
513625,1995-09-25,F,false,true,usa,kansas city,MCI,39.297,-94.714,2023-01-06
581901,1970-06-12,F,true,false,usa,new orleans,NBG,29.825,-90.035,2023-02-08
216796,2001-07-09,F,false,false,usa,cincinnati,CVG,39.046,-84.662,2022-06-16
537413,1975-10-12,F,true,false,canada,montreal,YMX,45.68,-74.039,2023-01-18
630738,1981-02-11,F,false,false,usa,birmingham,BHM,33.563,-86.753,2023-03-02
528164,1976-11-10,M,true,false,usa,san francisco,SFO,37.619,-122.375,2023-01-13
571523,1978-05-19,F,true,false,usa,dallas,DAL,32.847,-96.852,2023-02-04
539307,1985-10-08,F,false,true,usa,new york,LGA,40.777,-73.872,2023-01-19
469767,1976-01-22,F,true,false,usa,new york,JFK,40.64,-73.779,2022-12-15
636520,1972-12-21,F,false,false,usa,rochester,ROC,43.119,-77.672,2023-03-04
534254,2000-10-23,F,false,false,canada,calgary,YYC,51.114,-114.02,2023-01-16
606333,1980-07-03,F,false,false,usa,providence,PVD,41.724,-71.428,2023-02-19
728820,1985-07-15,M,false,true,usa,houston,HOU,29.645,-95.279,2023-04-07
528909,2006-07-16,F,false,false,usa,new york,JFK,40.64,-73.779,2023-01-13
563507,1986-03-17,F,true,false,usa,san francisco,SFO,37.619,-122.375,2023-01-31
559176,1959-12-08,F,true,true,usa,columbus,LCK,39.814,-82.928,2023-01-28
514675,1972-11-07,F,true,false,usa,chicago,UGN,42.422,-87.868,2023-01-06
562010,1982-09-13,M,false,true,usa,new york,LGA,40.777,-73.872,2023-01-30
535003,1966-07-07,F,true,false,usa,brownsville,BRO,25.907,-97.426,2023-01-16
523335,1994-11-21,F,false,false,usa,houston,IAH,29.98,-95.34,2023-01-11
519897,2006-02-03,F,false,false,usa,tulsa,TUL,36.198,-95.888,2023-01-09
573584,1986-01-02,M,true,false,usa,oklahoma city,OKC,35.393,-97.601,2023-02-04
573704,1976-08-20,F,true,false,usa,new york,LGA,40.777,-73.872,2023-02-05
542153,1975-08-04,F,false,false,usa,san jose,SJC,37.362,-121.929,2023-01-20
669140,1960-07-06,F,true,true,usa,detroit,YIP,42.238,-83.53,2023-03-17
557794,1978-02-17,F,false,true,usa,new york,JFK,40.64,-73.779,2023-01-28
565377,1981-05-07,F,false,false,usa,orlando,ORL,28.545,-81.333,2023-02-01
555773,2001-10-19,F,false,false,usa,minneapolis,MSP,44.88,-93.217,2023-01-27
637086,1978-06-27,F,false,false,usa,phoenix,PHX,33.434,-112.008,2023-03-05
628653,1982-04-25,F,true,false,usa,sacramento,MHR,38.554,-121.297,2023-03-01
585310,1989-01-24,F,false,false,canada,toronto,YZD,43.742,-79.466,2023-02-10
463867,1992-11-14,F,false,false,usa,detroit,DTW,42.212,-83.353,2022-12-12
535497,1989-08-19,F,false,true,usa,chicago,MDW,41.786,-87.752,2023-01-17
564219,1981-09-28,F,false,true,usa,baltimore,BWI,39.175,-76.668,2023-01-31
531989,1969-08-07,F,false,true,usa,san francisco,SFO,37.619,-122.375,2023-01-15
537212,2002-05-05,F,false,true,usa,san antonio,SAT,29.534,-98.47,2023-01-18
547862,1977-02-04,M,true,true,usa,houston,EFD,29.607,-95.159,2023-01-23
515735,1960-07-23,F,true,true,usa,chicago,MDW,41.786,-87.752,2023-01-07
555484,1984-08-16,F,false,false,usa,el paso,BIF,31.849,-106.38,2023-01-27
741902,1976-09-05,F,true,true,canada,halifax,YAW,44.64,-63.499,2023-04-12
663376,1981-10-21,M,false,true,usa,houston,EFD,29.607,-95.159,2023-03-15
511666,1973-08-25,F,true,false,usa,milwaukee,MKE,42.947,-87.896,2023-01-05
533990,1974-05-13,F,false,true,canada,windsor,YQG,42.276,-82.956,2023-01-16
564962,1971-03-20,F,true,false,usa,long beach,LGB,33.818,-118.151,2023-01-31
551729,2006-10-26,F,false,false,canada,vancouver,YVR,49.195,-123.182,2023-01-25
587459,1975-08-05,F,true,false,usa,philadelphia,PNE,40.082,-75.011,2023-02-11
523735,1968-11-27,F,true,true,canada,ottawa,YOW,45.323,-75.669,2023-01-11
508367,1975-12-08,F,true,false,usa,lubbock,LBB,33.664,-101.823,2023-01-03
599909,1995-04-12,F,false,false,usa,san antonio,SKF,29.384,-98.581,2023-02-17
563012,1999-08-05,F,false,false,usa,chicago,ORD,41.979,-87.904,2023-01-30
522402,1979-11-27,M,false,false,usa,san antonio,RND,29.529,-98.279,2023-01-10
530739,1998-10-23,F,false,false,usa,houston,HOU,29.645,-95.279,2023-01-14
667916,1976-04-26,F,false,false,canada,vancouver,YVR,49.195,-123.182,2023-03-16
585522,1956-05-17,M,true,false,usa,phoenix,LUF,33.535,-112.383,2023-02-10
520182,1980-05-26,F,true,true,usa,new york,LGA,40.777,-73.872,2023-01-09
531253,1972-10-28,F,true,true,usa,new york,LGA,40.777,-73.872,2023-01-15
575433,1967-10-10,F,true,false,usa,los angeles,LAX,33.942,-118.408,2023-02-05
507759,1975-03-20,F,true,false,canada,victoria,YYJ,48.647,-123.426,2023-01-03
639894,1980-03-01,F,true,true,usa,brownsville,BRO,25.907,-97.426,2023-03-06
520882,2006-01-06,F,false,false,usa,louisville,LOU,38.228,-85.664,2023-01-09
544839,1979-02-04,F,false,false,usa,houston,IAH,29.98,-95.34,2023-01-21
347778,1974-07-20,F,false,false,usa,las vegas,LSV,36.236,-115.034,2022-10-03
532730,2006-10-24,F,false,false,usa,detroit,YIP,42.238,-83.53,2023-01-15
574840,1985-03-05,F,false,true,usa,new york,JFK,40.64,-73.779,2023-02-05
541389,1994-11-17,F,false,false,usa,detroit,YIP,42.238,-83.53,2023-01-20
521509,1968-12-25,F,true,false,usa,new york,LGA,40.777,-73.872,2023-01-10
621113,1994-12-03,F,false,false,usa,new york,LGA,40.777,-73.872,2023-02-26
512289,1958-11-19,F,false,false,usa,charlotte,CLT,35.214,-80.943,2023-01-05
563956,1977-06-22,F,false,false,usa,minneapolis,MSP,44.88,-93.217,2023-01-31
519896,1976-11-02,F,true,false,usa,miami,OPF,25.907,-80.278,2023-01-09
582586,1935-05-10,F,true,false,usa,chicago,ORD,41.979,-87.904,2023-02-09
568155,2002-02-03,F,false,true,usa,san jose,SJC,37.362,-121.929,2023-02-02
525234,1969-08-03,F,false,false,usa,houston,HOU,29.645,-95.279,2023-01-12
574489,1972-03-02,F,true,true,usa,rochester,ROC,43.119,-77.672,2023-02-05
558659,1980-05-09,F,true,false,usa,winston-salem,INT,36.134,-80.222,2023-01-28
612797,1970-10-06,F,true,true,usa,phoenix,LUF,33.535,-112.383,2023-02-22
187212,1969-02-20,F,true,true,usa,los angeles,LAX,33.942,-118.408,2022-05-21
580658,1977-09-28,F,false,false,canada,windsor,YQG,42.276,-82.956,2023-02-08
673874,1973-08-02,F,true,true,usa,anchorage,ANC,61.174,-149.996,2023-03-18
640867,1972-10-20,F,false,true,canada,montreal,YHU,45.517,-73.417,2023-03-06
514503,2001-10-04,F,false,false,usa,lubbock,LBB,33.664,-101.823,2023-01-06
524511,1969-03-15,F,false,false,usa,los angeles,LAX,33.942,-118.408,2023-01-11
531471,1978-09-19,F,true,false,usa,new york,JFK,40.64,-73.779,2023-01-15
510890,1990-09-22,F,false,false,usa,dallas,DAL,32.847,-96.852,2023-01-05
524849,1973-11-15,F,true,true,canada,edmonton,YEG,53.31,-113.58,2023-01-11
474951,1986-10-24,F,false,false,usa,jacksonville,NIP,30.236,-81.681,2022-12-17
690420,1968-10-22,F,true,true,usa,st. petersburg,PIE,27.911,-82.687,2023-03-24
669329,1991-12-01,F,false,false,canada,vancouver,YVR,49.195,-123.182,2023-03-17
536086,1969-10-11,F,true,true,usa,miami,OPF,25.907,-80.278,2023-01-17
559461,1999-01-23,F,true,true,usa,new york,JFK,40.64,-73.779,2023-01-29
573922,1982-12-13,F,true,true,usa,tulsa,TUL,36.198,-95.888,2023-02-05
232647,2006-04-11,F,false,false,usa,birmingham,BHM,33.563,-86.753,2022-06-30
511122,1976-10-11,F,true,false,canada,montreal,YHU,45.517,-73.417,2023-01-05
516290,1978-10-10,M,false,false,usa,omaha,OMA,41.302,-95.894,2023-01-07
596409,1977-03-01,F,false,false,usa,chicago,MDW,41.786,-87.752,2023-02-15
542230,1975-09-02,F,true,false,usa,philadelphia,PNE,40.082,-75.011,2023-01-20
590967,1978-04-11,F,false,true,usa,houston,HOU,29.645,-95.279,2023-02-13
545518,1978-09-27,F,false,true,canada,edmonton,YXD,53.573,-113.521,2023-01-22
503277,1969-01-19,F,false,false,usa,los angeles,LAX,33.942,-118.408,2023-01-01
533782,1970-10-10,F,true,false,usa,honolulu,HNL,21.316,-157.927,2023-01-16
538279,1975-01-17,O,false,false,usa,dallas,DAL,32.847,-96.852,2023-01-18
579829,1964-09-27,F,false,false,canada,calgary,YYC,51.114,-114.02,2023-02-07
465568,1974-06-22,F,true,true,usa,el paso,BIF,31.849,-106.38,2022-12-12
513438,1972-10-02,F,true,true,usa,san antonio,RND,29.529,-98.279,2023-01-06
623949,1976-05-21,M,true,false,usa,new york,LGA,40.777,-73.872,2023-02-27
512693,1986-06-21,F,false,false,usa,little rock,LIT,34.729,-92.224,2023-01-05
504859,1997-07-14,F,false,true,usa,phoenix,PHX,33.434,-112.008,2023-01-02
661614,1955-11-10,F,false,false,usa,santa ana,SNA,33.676,-117.868,2023-03-14
555492,1973-08-05,F,false,false,usa,atlanta,ATL,33.64,-84.427,2023-01-27
561945,1997-02-23,F,false,false,canada,toronto,YKZ,43.862,-79.37,2023-01-30
480690,1976-12-27,F,false,false,usa,louisville,LOU,38.228,-85.664,2022-12-20
614918,1984-12-25,F,false,false,canada,toronto,YKZ,43.862,-79.37,2023-02-23
520358,1973-10-22,F,true,false,usa,montgomery,MXF,32.379,-86.362,2023-01-09
616491,1974-01-16,F,false,true,usa,nashville,BNA,36.124,-86.678,2023-02-24
575868,1957-10-13,F,true,false,usa,dallas,DAL,32.847,-96.852,2023-02-06
521343,1987-05-13,F,false,false,usa,charlotte,CLT,35.214,-80.943,2023-01-10
614033,1985-03-01,F,false,false,usa,honolulu,HNL,21.316,-157.927,2023-02-23
739518,1984-01-07,F,false,false,usa,new york,LGA,40.777,-73.872,2023-04-11
636966,1987-10-25,F,false,false,usa,new york,JFK,40.64,-73.779,2023-03-05
540150,1989-04-06,F,false,true,usa,phoenix,PHX,33.434,-112.008,2023-01-19
521818,2006-06-14,F,false,false,usa,boston,BOS,42.364,-71.005,2023-01-10
532623,1973-06-22,F,false,true,usa,montgomery,MXF,32.379,-86.362,2023-01-15
540244,1985-10-03,F,false,false,canada,montreal,YMX,45.68,-74.039,2023-01-19
559277,1994-03-17,F,false,false,canada,edmonton,YEG,53.31,-113.58,2023-01-29
515271,1967-04-25,F,false,true,canada,montreal,YHU,45.517,-73.417,2023-01-07
540664,1990-01-25,F,true,true,canada,windsor,YQG,42.276,-82.956,2023-01-19
543713,1988-10-02,M,false,true,usa,omaha,OFF,41.118,-95.913,2023-01-21
558988,1961-06-10,F,true,false,canada,calgary,YYC,51.114,-114.02,2023-01-28
568064,1977-10-16,F,true,false,usa,santa ana,SNA,33.676,-117.868,2023-02-02
556714,1985-11-11,F,false,false,usa,memphis,MEM,35.042,-89.977,2023-01-27
553245,1997-12-28,M,false,true,usa,norfolk,ORF,36.894,-76.201,2023-01-26
527393,1992-02-22,F,false,false,canada,winnipeg,YWG,49.91,-97.234,2023-01-13
530427,1979-02-24,M,false,false,usa,seattle,SEA,47.449,-122.309,2023-01-14
559228,1966-06-14,M,false,false,usa,chicago,ORD,41.979,-87.904,2023-01-28
513823,1978-09-23,F,true,false,usa,new york,LGA,40.777,-73.872,2023-01-06
525722,1973-09-10,F,false,false,usa,phoenix,LUF,33.535,-112.383,2023-01-12
664663,1993-12-26,F,false,false,usa,chicago,ORD,41.979,-87.904,2023-03-15
554885,1986-09-14,F,false,false,usa,phoenix,LUF,33.535,-112.383,2023-01-26
622343,1977-06-15,F,false,false,usa,chicago,ORD,41.979,-87.904,2023-02-26
512631,1969-05-06,F,false,false,canada,montreal,YUL,45.468,-73.741,2023-01-05
520603,1999-02-12,F,false,false,usa,milwaukee,MKE,42.947,-87.896,2023-01-09
557726,1974-05-09,F,true,false,usa,des moines,DSM,41.534,-93.663,2023-01-28
542843,1969-03-13,F,true,true,usa,mobile,BFM,30.626,-88.068,2023-01-20
589822,2003-02-06,F,false,false,usa,columbus,CMH,39.998,-82.892,2023-02-12
654259,1978-01-28,F,true,false,usa,san diego,SAN,32.733,-117.189,2023-03-11
581307,1992-07-18,F,false,false,usa,san antonio,SAT,29.534,-98.47,2023-02-08
532823,1988-07-09,F,false,false,usa,tulsa,TUL,36.198,-95.888,2023-01-15
557992,1965-08-21,F,true,false,usa,sacramento,SAC,38.513,-121.493,2023-01-28
708887,2001-08-23,F,false,false,usa,rochester,ROC,43.119,-77.672,2023-03-31
524318,1999-02-04,F,false,true,usa,columbus,LCK,39.814,-82.928,2023-01-11
531427,1970-03-14,F,true,false,usa,new york,JFK,40.64,-73.779,2023-01-15
602769,1986-01-23,F,true,true,usa,new york,JFK,40.64,-73.779,2023-02-18
400582,1991-12-21,F,true,false,usa,chicago,ORD,41.979,-87.904,2022-11-07
646127,2000-10-28,F,false,true,usa,shreveport,SHV,32.446,-93.826,2023-03-08
511608,2003-04-06,M,false,false,usa,brownsville,BRO,25.907,-97.426,2023-01-05
539414,1987-10-26,F,true,true,usa,fort worth,FTW,32.82,-97.362,2023-01-19
505771,1968-05-27,F,true,true,canada,montreal,YUL,45.468,-73.741,2023-01-02
710523,2006-07-04,F,false,false,canada,london,YXU,43.036,-81.154,2023-04-01
602598,1992-06-01,F,true,true,usa,new york,LGA,40.777,-73.872,2023-02-18
516571,1959-08-18,F,true,false,usa,new york,LGA,40.777,-73.872,2023-01-07
524167,1982-05-16,M,false,true,usa,san antonio,SAT,29.534,-98.47,2023-01-11
519961,1993-05-25,F,false,false,usa,new york,LGA,40.777,-73.872,2023-01-09
530754,1986-11-26,F,false,true,usa,seattle,BFI,47.53,-122.302,2023-01-14
590843,1988-11-11,F,true,true,usa,columbus,LCK,39.814,-82.928,2023-02-13
537586,1977-06-10,F,false,true,usa,tallahassee,TLH,30.396,-84.35,2023-01-18
546888,1994-10-04,F,false,false,usa,orlando,MCO,28.429,-81.316,2023-01-23
525265,1978-03-12,M,true,false,usa,houston,EFD,29.607,-95.159,2023-01-12
689624,1995-08-16,F,false,true,canada,toronto,YYZ,43.677,-79.631,2023-03-24
538426,1972-03-15,F,true,true,usa,washington,IAD,38.944,-77.456,2023-01-18
523686,1981-10-10,F,true,true,canada,saskatoon,YXE,52.171,-106.7,2023-01-11
458855,1993-11-26,F,true,true,usa,tucson,TUS,32.116,-110.941,2022-12-09
584998,1968-05-20,F,true,false,usa,lincoln,LNK,40.851,-96.759,2023-02-10
550298,2000-05-02,F,false,false,usa,las vegas,LSV,36.236,-115.034,2023-01-24
513241,1987-09-14,F,false,true,usa,las vegas,LAS,36.08,-115.152,2023-01-06
516351,1982-03-27,F,false,false,usa,omaha,OFF,41.118,-95.913,2023-01-07
513470,1976-06-02,F,true,true,usa,san diego,SAN,32.733,-117.189,2023-01-06
583120,1971-04-05,F,true,true,usa,stockton,SCK,37.894,-121.239,2023-02-09
540306,1993-10-25,F,false,false,canada,toronto,YTZ,43.627,-79.396,2023-01-19
572826,1981-03-02,F,true,true,usa,houston,IAH,29.98,-95.34,2023-02-04
582833,1980-09-06,F,false,false,usa,detroit,YIP,42.238,-83.53,2023-02-09
569364,1984-05-27,F,true,true,usa,fort worth,FTW,32.82,-97.362,2023-02-02
555990,1949-11-23,F,true,false,usa,san francisco,SFO,37.619,-122.375,2023-01-27
594027,1990-04-08,F,false,true,usa,san francisco,SFO,37.619,-122.375,2023-02-14
543476,1988-10-06,F,true,true,usa,oklahoma city,TIK,35.415,-97.386,2023-01-21
529502,1984-11-13,F,true,false,usa,new york,JFK,40.64,-73.779,2023-01-14
562516,2006-08-25,F,false,false,usa,phoenix,LUF,33.535,-112.383,2023-01-30
569458,1991-12-15,F,false,false,canada,toronto,YYZ,43.677,-79.631,2023-02-03
522420,1992-10-04,F,true,false,usa,oakland,OAK,37.721,-122.221,2023-01-10
527219,1999-01-25,F,false,false,usa,long beach,LGB,33.818,-118.151,2023-01-13
605439,1983-10-08,F,false,false,usa,san jose,SJC,37.362,-121.929,2023-02-19
522426,1980-05-27,M,false,true,canada,toronto,YYZ,43.677,-79.631,2023-01-10
751545,1975-11-04,F,true,true,usa,phoenix,LUF,33.535,-112.383,2023-04-15
587810,1970-12-01,F,false,true,usa,lincoln,LNK,40.851,-96.759,2023-02-11
525377,1998-01-03,F,false,false,usa,birmingham,BHM,33.563,-86.753,2023-01-12
